관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
서울특별시 노원구청,서울특별시 노원구 상계로23길28,서울특별시 노원구 상계동 389-447,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.65933418,127.06817649999999,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 상계로23길24,서울특별시 노원구 상계동 389-459,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.65918376,127.0683614,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 상계로23길17,서울특별시 노원구 상계동 389-483,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.65897016,127.06847990000001,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 상계로23나길13-1,서울특별시 노원구 상계동 389-576,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.65906391,127.069337,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 상계로23길7,서울특별시 노원구 상계동 389-489,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.65857959,127.0691029,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 상계로23나길13,서울특별시 노원구 상계동 389-577,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.65903317,127.0695692,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 상계로27길11,서울특별시 노원구 상계동 389-680,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.65903367,127.07058070000001,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 상계로27길7,서울특별시 노원구 상계동 389-683,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.65892067,127.07073829999999,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 상계로130,서울특별시 노원구 상계동 381-37,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.65807471,127.06922240000002,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 상계로18길6,서울특별시 노원구 상계동 176-59,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.65787851,127.06876319999999,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 상계로12길11-12,서울특별시 노원구 상계동 176-75,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.65775141,127.06893149999999,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 상계로18길14,서울특별시 노원구 상계동 176-22,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.65759855,127.06910330000001,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 상계로18길18,서울특별시 노원구 상계동 176-86,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.65745551,127.06928090000001,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 상계로18길22,서울특별시 노원구 상계동 176-23,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.65735014,127.0695307,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 상계로18길28,서울특별시 노원구 상계동 177-24,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.65716115,127.06962620000002,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 상계로18길11,서울특별시 노원구 상계동 176-39,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.65769403,127.0691402,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 상계로18길17,서울특별시 노원구 상계동 176-46,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.65754484,127.06929769999999,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 상계로24길15,서울특별시 노원구 상계동 387-89,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.65770038,127.07007250000001,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 상계로142,서울특별시 노원구 상계동 387-18,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.65834478,127.07020700000001,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 상계로26길4,서울특별시 노원구 상계동 387-17,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.65830618,127.0704809,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 상계로26길10,서울특별시 노원구 상계동 181-3,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.65817539,127.0706581,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 상계로26길14,서울특별시 노원구 상계동 181-4,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.6579533,127.07095929999998,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 노원로32길25,서울특별시 노원구 상계동 321-57,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.655840999999995,127.06880990000002,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 공릉로144,서울특별시 노원구 공릉동 238-53,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62235249,127.0795429,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 공릉로34길10-2,서울특별시 노원구 공릉동 240-94,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62245059,127.0797969,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 공릉로38길7,서울특별시 노원구 공릉동 340-14,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62318823,127.07983270000001,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 공릉로34길 14,서울특별시 노원구 공릉동 240-20,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62264498,127.0801176,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 공릉로38길15-12,서울특별시 노원구 공릉동 238-5,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62356742,127.08040120000001,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 공릉로38길15-21,서울특별시 노원구 공릉동 412-11,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62377764,127.08047579999999,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 공릉로42길13-1,서울특별시 노원구 공릉동 222-7,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62425551,127.0803027,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 공릉로42길7,서울특별시 노원구 공릉동 412-7,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62430644,127.08000600000001,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 중계로16나길35,서울특별시 노원구 중계동 110,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.65134609,127.0834229,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 중계로16다길35-6,서울특별시 노원구 중계동 110-8,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.65150218,127.0841356,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 중계로14길61,서울특별시 노원구 중계동 90-1,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.65070507,127.08285900000001,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 중계로16길30,서울특별시 노원구 중계동 94-4,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.65103335,127.08188159999999,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 중계로8길34,서울특별시 노원구 중계동 42,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.64616408,127.08379199999999,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 중계로8길21,서울특별시 노원구 중계동 43-8,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.64620245,127.0833544,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 중계로10길19,서울특별시 노원구 중계동 58-36,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.64647788,127.0831238,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 중계로12가길29,서울특별시 노원구 중계동 69,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.64761955,127.08217140000002,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로242라길15,서울특별시 노원구 상계동 1116-63,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.67609656,127.0573851,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로246길46,서울특별시 노원구 상계동 1117-2,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.67727221,127.05635749999999,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로246길26,서울특별시 노원구 상계동 1131-12,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.67817889,127.0565164,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로242가길44,서울특별시 노원구 상계동 1115-27,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.67775457,127.05586969999999,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로242가길26-33,서울특별시 노원구 상계동 1117-62,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.67698647,127.05619209999999,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로242라길16,서울특별시 노원구 상계동 1116-64,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.67610505,127.057571,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로242라길22,서울특별시 노원구 상계동 1116-66,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.67608986,127.05792360000001,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로242길59,서울특별시 노원구 상계동 1121-28,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.67485796,127.0584595,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로242길67,서울특별시 노원구 상계동 1121-41,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.67470845,127.05884879999999,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로242길79,서울특별시 노원구 상계동 996-21,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.67485052,127.05944620000001,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로242길75-13,서울특별시 노원구 상계동 1122-8,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.67484479,127.0597121,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로242라길9,서울특별시 노원구 상계동 1116-74,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.67610209,127.05724690000001,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로241가길52,서울특별시 노원구 상계동 1098-1,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.67682387,127.05213130000001,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로239다길19,서울특별시 노원구 상계동 1096-50,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.67603251,127.05121799999999,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로239길42,서울특별시 노원구 상계동 1102-19,생활방범,2,200.0,회전/고정,30.0,2015-12,02-2116-4917,37.67515088,127.05264509999999,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로237다길46,서울특별시 노원구 상계동 1105-6,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.67566587,127.05294750000002,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로241가길17-5,서울특별시 노원구 상계동 1106-11,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.67608146,127.0537794,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 공릉로58길144,서울특별시 노원구 하계동 71,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.63674034,127.07607040000002,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 상계로33길15,서울특별시 노원구 상계동 112-57,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.67009824,127.07767140000001,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로173가길147,서울특별시 노원구 공릉동 404-2,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.62490524,127.0715162,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 섬밭로80,서울특별시 노원구 공릉동 404-10,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.62377996,127.07103810000001,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 섬밭로66,서울특별시 노원구 공릉동 571-22,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.62250837,127.07147479999999,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 섬밭로88,서울특별시 노원구 공릉동 404-8,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.624383200000004,127.070893,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 섬밭로84,서울특별시 노원구 공릉동 404-22,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62409532,127.0709595,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로179길36,서울특별시 노원구 공릉동 571-32,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62176685,127.07209950000001,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로173가길132,서울특별시 노원구 공릉동 400-25,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62422905,127.0719631,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로187길12-15,서울특별시 노원구 공릉동 400-11,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62465265,127.07227809999999,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로183길13,서울특별시 노원구 공릉동 569-14,생활방범,2,200.0,고정,30.0,2015-12,02-2116-4917,37.6230578,127.07280729999998,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로173가길50,서울특별시 노원구 공릉동 598-1,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.62072189,127.0729793,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로177길14,서울특별시 노원구 공릉동 575-16,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.62082424,127.07370139999999,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로173가길39,서울특별시 노원구 공릉동 604-40,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62006697,127.0731367,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로173가길72,서울특별시 노원구 공릉동 575-4,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62147025,127.0730207,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로177길3,서울특별시 노원구 공릉동 597-30,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62090411,127.0740527,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 동일로1009-12,서울특별시 노원구 공릉동 597-6,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62037582,127.07422920000002,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 섬밭로40,서울특별시 노원구 공릉동 604-10,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62034154,127.07225109999999,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 공릉로41가길19,서울특별시 노원구 공릉동 408-23,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.62536311,127.079008,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 공릉로43길23,서울특별시 노원구 공릉동 408-35,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.62594213,127.07824479999998,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 공릉로41나길9,서울특별시 노원구 공릉동 415-19,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.62508717,127.07880259999999,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 공릉로41다길13-3,서울특별시 노원구 공릉동 408-86,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.62527791,127.07815149999999,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 공릉로41길29,서울특별시 노원구 공릉동 350-15,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.62473509,127.0779328,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 공릉로41길10,서울특별시 노원구 공릉동 415-53,생활방범,2,200.0,고정,30.0,2015-12,02-2116-4917,37.62452192,127.07907050000001,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 공릉로41나길24,서울특별시 노원구 공릉동 408-112,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62562407,127.0787477,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 공릉로41마길9,서울특별시 노원구 공릉동 408-69,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62526386,127.07791170000002,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 공릉로27길100,서울특별시 노원구 공릉동 408-65,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62548838,127.0774132,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 공릉로41마길9,서울특별시 노원구 공릉동 408-69,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62526386,127.07791170000002,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 공릉로38길15-21,서울특별시 노원구 공릉동 412-11,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.62423988,127.08056940000002,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 공릉로152-7,서울특별시 노원구 공릉동 237-7,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.62363899,127.0800096,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 공릉로32길24,서울특별시 노원구 공릉동 269-6,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62181604,127.0803998,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 노원로1바길27,서울특별시 노원구 공릉동 269-2,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62181766,127.08073459999999,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 공릉로32길31,서울특별시 노원구 공릉동 240-70,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62199573,127.0807957,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 광운로2길 47-5,서울특별시 노원구 월계동 476-11,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.61702532,127.0593595,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 우이천로2나길 7,서울특별시 노원구 월계동 907-15,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.63201068,127.04348689999999,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 우이천로2나길 13,서울특별시 노원구 월계동 907-10,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.63212781,127.04380249999998,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 덕릉로60길 174,서울특별시 노원구 월계동 914,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.63308693,127.0434882,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 우이천로 66,서울특별시 노원구 월계동 877,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.62885051,127.0456568,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 덕릉로60길 266 극동아파트 101동옆,서울특별시 노원구 월계동 803-1 극동아파트 101동옆,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.629506400000004,127.0463381,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 우이천로 66 신신우아파트22동옆,서울특별시 노원구 월계동 877 신신우아파트22동옆,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62906337,127.0452122,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 우이천로 66 신신우아파트19동옆,서울특별시 노원구 월계동 877 신신우아파트19동옆,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62917036,127.0459749,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 우이천로 66 신신우아파트18동옆,서울특별시 노원구 월계동 877 신신우아파트18동옆,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62908918,127.0460102,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 덕릉로 60길 298,서울특별시 노원구 월계동 855-2,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.62865805,127.04692649999998,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 초안산로2길 97,서울특별시 노원구 월계동 269-5,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.63291754,127.05743899999999,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 초안산로2라길 19,서울특별시 노원구 월계동 274-46,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.63149001,127.05755520000001,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 초안산로2길 84,서울특별시 노원구 월계동 270-6,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.63243719,127.05703270000001,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 초안산로2길 92,서울특별시 노원구 월계동 270-5,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.63265711,127.0572023,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 초안산로2길 98,서울특별시 노원구 월계동 271-48,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.63305094,127.05762109999999,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 초안산로2길 112,서울특별시 노원구 월계동 271-37,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.63348398,127.0578561,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 초안산로2길 116-1,서울특별시 노원구 월계동 271-31,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.6336651,127.0580029,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 월계로53길 83,서울특별시 노원구 월계동 271-15,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.63382367,127.0586439,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 월계로53길 77,서울특별시 노원구 월계동 271-20,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.63353848,127.0587291,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 초안산로2길 81-24,서울특별시 노원구 월계동 656-29,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.633244299999994,127.0572521,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 초안산로2길 94-14,서울특별시 노원구 월계동 272-62,생활방범,1,200.0,고정,30.0,2015-12,02-2116-4917,37.63234168,127.0583035,2019-04-08,3100000,서울특별시 노원구
서울특별시 노원구청,서울특별시 노원구 공릉로62가길50,서울특별시 노원구 하계동 59,생활방범,1,200.0,회전,30.0,2015-12,02-2116-4917,37.63719038,127.07489440000002,2019-04-08,3100000,서울특별시 노원구
