"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"서울특별시 강남구청",서울특별시 강남구 선릉로 9 (개포동),서울특별시 강남구 개포동 660-37 (개포중학교 정문),생활방범,4,200,360전방면,30,,02-3423-6772,37.48078757,127.06162676,2020-08-27
"서울특별시 강남구청","서울특별시 강남구 개포로 303 (개포동,현대1차아파트)",서울특별시 강남구 개포동 653 (개포현대A 104동쪽 출입구),생활방범,3,200,360전방면,30,,02-3423-6772,37.483280338,127.05439314,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 선릉로 29 (개포동),서울특별시 강남구 개포동 660-10,생활방범,4,200,360전방면,30,,02-3423-6772,37.481618421,127.05873634,2020-08-27
"서울특별시 강남구청","서울특별시 강남구 언주로6길 21 (개포동,명스튜디오)",서울특별시 강남구 개포동 660-21,생활방범,4,200,360전방면,30,,02-3423-6772,37.47734943,127.0585728,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 선릉로 29 (개포동),서울특별시 강남구 개포동 660-10 (개원초 후문 저수조와 개포주공1단지 26동 쪽 사이 ),생활방범,3,200,360전방면,30,,02-3423-6772,37.481618421,127.05873634,2020-08-27
"서울특별시 강남구청","서울특별시 강남구 개포로 310 (개포동,개포주공1차아파트)",서울특별시 강남구 개포동 660-12 (개포주공1단지 75동 앞길),생활방범,4,200,360전방면,30,,02-3423-6772,,,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 양재대로 478(개포동),서울특별시 강남구 개포동 570 (구룡마을 8지구 구룡산 2호 공영주차장 내),생활방범,3,200,360전방면,30,,02-3423-6772,37.476065266,127.06728619,2020-08-27
"서울특별시 강남구청",,서울특별시 강남구 개포동 649-1,생활방범,3,200,360전방면,30,,02-3423-6772,,,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로 307 (개포동),서울특별시 강남구 개포동 651-1 (개포우성 9차A 입구),생활방범,4,200,360전방면,30,,02-3423-6772,37.484631057,127.05609204,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 선릉로 7 (개포동),서울특별시 강남구 개포동 141 (개포주공1단지 112동 앞),생활방범,4,400,360전방면,30,,02-3423-6772,,,2020-08-27
"서울특별시 강남구청","서울특별시 강남구 개포로 310 (개포동, 개포주공1차아파트)",서울특별시 강남구 개포동 660-1 (개포1단지 31동~51동 사이),생활방범,4,200,360전방면,30,,02-3423-6772,,,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 선릉로8길 26 (개포동),서울특별시 강남구 개포동 160-3,생활방범,4,200,360전방면,30,,02-3423-6772,37.483597774,127.06256276,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 선릉로12길 12 (개포동),서울특별시 강남구 개포동 169-3,생활방범,4,200,360전방면,30,,02-3423-6772,37.483705147,127.06089028,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 선릉로18길 15 (개포동),서울특별시 강남구 개포동 170-12,생활방범,4,200,360전방면,30,,02-3423-6772,37.485407521,127.05963695,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 선릉로18길 8 (개포동),서울특별시 강남구 개포동 172-2,생활방범,4,200,360전방면,30,,02-3423-6772,37.484073129,127.05981216,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로 402 (개포동),서울특별시 강남구 개포동 173 (개포고 담장),생활방범,4,200,360전방면,30,,02-3423-6772,37.484960287,127.0594065,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로 401 (개포동),서울특별시 강남구 개포동 174 (개일초 정문),생활방범,4,200,360전방면,30,,02-3423-6772,37.486214145,127.05774063,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로 511 (개포동),서울특별시 강남구 개포동 182 (양전초 뒤 산책로),생활방범,5,200,360전방면,30,,02-3423-6772,37.48978362,127.06907681,2020-08-27
"서울특별시 강남구청","서울특별시 강남구 삼성로4길 17 (개포동, 주공아파트)",서울특별시 강남구 개포동 187 (개포주공5단지 501동 앞),생활방범,4,200,360전방면,30,,02-3423-6772,37.487914414,127.06903483,2020-08-27
"서울특별시 강남구청","서울특별시 강남구 삼성로 14 (개포동, 주공아파트)",서울특별시 강남구 개포동 189 (개포주공4단지 401동 앞),생활방범,1,200,360전방면,30,,02-3423-6772,,,2020-08-27
"서울특별시 강남구청","서울특별시 강남구 삼성로 11 (개포동, 주공아파트)",서울특별시 강남구 개포동 138 (개포주공3단지 다상가 앞),생활방범,1,200,360전방면,30,,02-3423-6772,37.484134511,127.06809246,2020-08-27
"서울특별시 강남구청","서울특별시 강남구 삼성로 11 (개포동, 주공아파트)",서울특별시 강남구 개포동 138 (개포주공3단지 후문 입구),생활방범,1,200,360전방면,30,,02-3423-6772,37.484134511,127.06809246,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로82길 13-9 (개포동),서울특별시 강남구 개포동 186-4,생활방범,4,200,360전방면,30,,02-3423-6772,37.488659479,127.06775283,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 선릉로 30 (개포동),서울특별시 강남구 개포동 167-4,생활방범,4,200,360전방면,30,,02-3423-6772,37.482513417,127.06117468,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 선릉로4길 17 (개포동),서울특별시 강남구 개포동 158-7,생활방범,4,200,360전방면,30,,02-3423-6772,37.482868953,127.06238329,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 영동대로3길 9 (개포동),서울특별시 강남구 개포동 189-3 (개포어린이집 앞),생활방범,4,200,360전방면,30,,02-3423-6772,,,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 영동대로4길 20 (일원동),서울특별시 강남구 일원동 691 (일원초 후문),생활방범,3,200,360전방면,30,,02-3423-6772,37.489788079,127.07632555,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로 513 (개포동),서울특별시 강남구 개포동 183 (양전초교 육교삼거리),생활방범,3,200,360전방면,30,,02-3423-6772,37.490282844,127.06942531,2020-08-27
"서울특별시 강남구청","서울특별시 강남구 선릉로10길 28 (개포동, 우성파크빌라)",서울특별시 강남구 개포동 161,생활방범,4,200,360전방면,30,,02-3423-6772,37.484162498,127.06210475,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로 지하403 (개포동),서울특별시 강남구 개포동 175-5 (구룡역2~3번출구 사이),생활방범,4,200,360전방면,30,,02-3423-6772,37.487087818,127.05926561,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로82길 9-11 (개포동),서울특별시 강남구 개포동 186-10,생활방범,5,200,360전방면,30,,02-3423-6772,37.488919715,127.06802161,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 영동대로3길 45 (개포동),서울특별시 강남구 개포동 188,생활방범,3,200,360전방면,30,,02-3423-6772,,,2020-08-27
"서울특별시 강남구청",,서울특별시 강남구 개포동 156-1,생활방범,3,200,360전방면,30,,02-3423-6772,,,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로 402 (개포동),서울특별시 강남구 개포동 173,생활방범,4,200,360전방면,30,,02-3423-6772,37.484960287,127.0594065,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 영동대로 101 (개포동),서울특별시 강남구 개포동 183-1 (개원중학교-영동6교 인접지),생활방범,4,200,360전방면,30,,02-3423-6772,37.491639746,127.07141571,2020-08-27
"서울특별시 강남구청","서울특별시 강남구 삼성로 14(개포동, 주공아파트)",서울특별시 강남구 개포동 189 (개포주공4단지 420동 옆 간이 출입문),생활방범,4,200,360전방면,30,,02-3423-6772,,,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 영동대로4길 7 (일원동),서울특별시 강남구 개포동 613,생활방범,1,41,360전방면,30,,02-3423-6772,37.476065266,127.06728619,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로 516 (개포동),서울특별시 강남구 개포동 185-1,생활방범,4,200,360전방면,30,,02-3423-6772,37.489140679,127.07087148,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 양재대로 478 (개포동),서울특별시 강남구 개포동 154,생활방범,4,200,360전방면,30,,02-3423-6772,37.476065266,127.06728619,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로 409-1(개포동),서울특별시 강남구 개포동 181,생활방범,4,200,360전방면,30,,02-3423-6772,37.488214877,127.0594681,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로 409-1 (개포동),서울특별시 강남구 개포동 180,생활방범,4,200,360전방면,30,,02-3423-6772,37.488214877,127.0594681,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로 509 (개포동),서울특별시 강남구 개포동 182-1,생활방범,3,200,360전방면,30,,02-3423-6772,37.48970641,127.06829053,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로 409-1 (개포동),서울특별시 강남구 개포동 175 (이화경로당 앞),생활방범,4,200,360전방면,30,,02-3423-6772,37.488214877,127.0594681,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 선릉로4길 25 (개포동),서울특별시 강남구 개포동 157-1,생활방범,4,400,360전방면,30,,02-3423-6772,37.483337143,127.0628452,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로 403 (개포동),서울특별시 강남구 개포동 175-4 (구룡역2번출구),생활방범,4,200,360전방면,30,,02-3423-6772,37.486576536,127.05900548,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 선릉로10길 23 (개포동),서울특별시 강남구 개포동 169-8,생활방범,4,200,360전방면,30,,02-3423-6772,37.484127509,127.06164522,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 선릉로4길 30 (개포동),서울특별시 강남구 개포동 139(개포근린공원),생활방범,3,200,360전방면,30,,02-3423-6772,37.483079447,127.06386697,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 선릉로4길 30 (개포동),서울특별시 강남구 개포동 139(개포근린공원),생활방범,3,200,360전방면,30,,02-3423-6772,37.483079447,127.06386697,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 선릉로4길 30 (개포동),서울특별시 강남구 개포동 139(개포근린공원),생활방범,4,200,360전방면,30,,02-3423-6772,37.483079447,127.06386697,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로 265 (개포동),서울특별시 강남구 개포동 655-4,생활방범,4,200,360전방면,30,,02-3423-6772,37.480907715,127.05299795,2020-08-27
"서울특별시 강남구청",,서울특별시 강남구 개포동 1164-33 (지하보도 벽),생활방범,4,200,360전방면,30,,02-3423-6772,,,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 논현로 16 (개포동),서울특별시 강남구 개포동 1163,생활방범,1,200,360전방면,30,,02-3423-6772,37.47284696,127.05001998,2020-08-27
"서울특별시 강남구청","서울특별시 강남구 논현로4길 28 (개포동, 더샵그린아파트)",서울특별시 강남구 개포동 1167,생활방범,4,200,360전방면,30,,02-3423-6772,37.473207971,127.05236237,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 논현로8길 46-8 (개포동),서울특별시 강남구 개포동 1185-4 (개포목련공원 코너),생활방범,4,200,360전방면,30,,02-3423-6772,37.474100423,127.05276353,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 논현로8길 11 (개포동),서울특별시 강남구 개포동 1187-11,생활방범,5,200,360전방면,30,,02-3423-6772,37.474003942,127.04981941,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 논현로14길 10 (개포동),서울특별시 강남구 개포동 1224-2,생활방범,4,200,360전방면,30,,02-3423-6772,37.475342241,127.04822942,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로26길 18 (개포동),서울특별시 강남구 개포동 1205,생활방범,5,200,360전방면,30,,02-3423-6772,37.477871576,127.04927071,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로28길 47 (개포동),서울특별시 강남구 개포동 1211-8 (달터공원 담장),생활방범,3,200,360전방면,30,,02-3423-6772,37.477115861,127.05188608,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로24길 21 (개포동),서울특별시 강남구 개포동 1205-9,생활방범,5,200,360전방면,30,,02-3423-6772,37.477777569,127.04912865,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로20길 48 (개포동),서울특별시 강남구 개포동 1221-5 (개포은행나무공원 코너),생활방범,5,200,360전방면,30,,02-3423-6772,37.476029643,127.04926916,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로20길 11 (개포동),서울특별시 강남구 개포동 1231-20,생활방범,1,41,360전방면,30,,02-3423-6772,37.47807242,127.04748681,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로15길 25 (개포동),서울특별시 강남구 개포동 1239-7,생활방범,4,200,360전방면,30,,02-3423-6772,37.480100936,127.04546727,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로17길 13 (개포동),서울특별시 강남구 개포동 1244-7,생활방범,5,200,360전방면,30,,02-3423-6772,37.479572767,127.0463877,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로21길 26 (개포동),서울특별시 강남구 개포동 1253-7,생활방범,3,200,360전방면,30,,02-3423-6772,37.480516157,127.04743918,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로 233 (개포동),서울특별시 강남구 개포동 1258-6,생활방범,5,200,360전방면,30,,02-3423-6772,37.479026874,127.0481185,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로 261 (개포동),서울특별시 강남구 개포동 1262 (달터공원 담장),생활방범,5,200,360전방면,30,,02-3423-6772,37.479778386,127.05116763,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로25길 28 (개포동),서울특별시 강남구 개포동 1265,생활방범,1,41,360전방면,30,,02-3423-6772,37.480924473,127.04815771,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로22길 87 (개포동),서울특별시 강남구 개포동 1273 (포이초 담장),생활방범,1,41,360전방면,30,,02-3423-6772,37.47591562,127.05251055,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로20길 24-7 (개포동),서울특별시 강남구 개포동 1230-2 (전주),생활방범,1,200,360전방면,30,,02-3423-6772,37.476932213,127.04766144,2020-08-27
"서울특별시 강남구청","서울특별시 강남구 개포로15길 32-8 (개포동, 포이동현대아파트)",서울특별시 강남구 개포동 1242-3 (포이현대A 담장),생활방범,1,200,360전방면,30,,02-3423-6772,37.479777287,127.04594949,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로 263 (개포동),서울특별시 강남구 개포동 655 (구룡초 정문),생활방범,1,200,360전방면,30,,02-3423-6772,37.481197393,127.05177144,2020-08-27
"서울특별시 강남구청","서울특별시 강남구 논현로2길 63(개포동, 동산빌라)",서울특별시 강남구 개포동 1164-29,생활방범,1,200,360전방면,30,,02-3423-6772,37.474743371,127.054966,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 양재대로 333 (개포동),서울특별시 강남구 개포동 1163-8,생활방범,1,200,360전방면,30,,02-3423-6772,37.471919036,127.05101203,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 논현로4길 15 (개포동),서울특별시 강남구 개포동 1171-6,생활방범,4,200,360전방면,30,,02-3423-6772,37.472956214,127.05137008,2020-08-27
"서울특별시 강남구청","서울특별시 강남구 논현로8길 66 (개포동, 꼼지하우스)",서울특별시 강남구 개포동 1181,생활방범,4,200,360전방면,30,,02-3423-6772,37.475266379,127.05385305,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로22길 45-13 (개포동),서울특별시 강남구 개포동 1202-7,생활방범,1,200,360전방면,30,,02-3423-6772,37.476850366,127.05077401,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로28길 47 (개포동),서울특별시 강남구 개포동 1207-5 (달터공원 담장),생활방범,4,200,360전방면,30,,02-3423-6772,37.477115861,127.05188608,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 논현로14길 5 (개포동),서울특별시 강남구 개포동 1225,생활방범,1,200,360전방면,30,,02-3423-6772,37.475358709,127.04783454,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로15길 9 (개포동),서울특별시 강남구 개포동 1240-2,생활방범,1,200,360전방면,30,,02-3423-6772,37.479054827,127.04509512,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로31길 10 (개포동),서울특별시 강남구 개포동 1262-15,생활방범,4,200,360전방면,30,,02-3423-6772,37.47977461,127.04967061,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로22길 87 (개포동),서울특별시 강남구 개포동 1273 (포이초 담장),생활방범,1,200,360전방면,30,,02-3423-6772,37.47591562,127.05251055,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 논현로12길 16 (개포동),서울특별시 강남구 개포동 1197,생활방범,1,200,360전방면,30,,02-3423-6772,37.474917383,127.04961143,2020-08-27
"서울특별시 강남구청",,서울특별시 강남구 개포동 1229-2,생활방범,1,200,360전방면,30,,02-3423-6772,,,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로24길 6 (개포동),서울특별시 강남구 개포동 1218,생활방범,1,200,360전방면,30,,02-3423-6772,37.478432403,127.04808217,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로20길 48 (개포동),서울특별시 강남구 개포동 1223-1 (개포은행나무공원 코너),생활방범,4,200,360전방면,30,,02-3423-6772,37.476029643,127.04926916,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로21길 17 (개포동),서울특별시 강남구 개포동 1252-10,생활방범,5,200,360전방면,30,,02-3423-6772,37.479876442,127.04698359,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로22길 46 (개포동),서울특별시 강남구 개포동 1200,생활방범,5,200,360전방면,30,,02-3423-6772,37.476212691,127.04957238,2020-08-27
"서울특별시 강남구청",,서울특별시 강남구 개포동 1279 (양재천 계단 앞),생활방범,4,200,360전방면,30,,02-3423-6772,,,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로28길 47 (개포동),서울특별시 강남구 개포동 1271 (강남구민체육관 입구),생활방범,3,200,360전방면,30,,02-3423-6772,37.477115861,127.05188608,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로 257 (개포동),서울특별시 강남구 개포동 1262-9 (강남동산어린이집 앞),생활방범,3,200,360전방면,30,,02-3423-6772,37.479536905,127.05014123,2020-08-27
"서울특별시 강남구청","서울특별시 강남구 논현로4길 50 (개포동, 포이현대빌라트)",서울특별시 강남구 개포동 1165,생활방범,4,200,360전방면,30,,02-3423-6772,37.474096825,127.05374967,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 논현로8길 46-8 (개포동),서울특별시 강남구 개포동 1176 (개포목련공원 내),생활방범,3,200,360전방면,30,,02-3423-6772,37.474100423,127.05276353,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 언주로 25 (개포동),서울특별시 강남구 개포동 656-1 (예지어린이집 앞),생활방범,4,200,360전방면,30,,02-3423-6772,,,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로22길 39-11 (개포동),서울특별시 강남구 개포동 1204-7 (아이뜰어린이집 앞),생활방범,4,200,360전방면,30,,02-3423-6772,37.477196988,127.05013198,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로36길 14 (개포동),서울특별시 강남구 개포동 1210-4 (해맑은어린이집 앞),생활방범,4,200,360전방면,30,,02-3423-6772,37.478562594,127.05130721,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 논현로6길 22 (개포동),서울특별시 강남구 개포동 1172,생활방범,5,200,360전방면,30,,02-3423-6772,37.473696264,127.05125335,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 논현로16길 9 (개포동),서울특별시 강남구 개포동 1229-17,생활방범,5,200,360전방면,30,,02-3423-6772,37.476322473,127.0470535,2020-08-27
"서울특별시 강남구청",,서울특별시 강남구 개포동 1267-1,생활방범,3,200,360전방면,30,,02-3423-6772,,,2020-08-27
"서울특별시 강남구청",,서울특별시 강남구 개포동 1164-33,생활방범,3,200,360전방면,30,,02-3423-6772,,,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 논현로6길 11 (개포동),서울특별시 강남구 개포동 1189-11,생활방범,5,200,360전방면,30,,02-3423-6772,37.473401532,127.0504418,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로 217 (개포동),서울특별시 강남구 개포동 1247-5 (포이공원 내),생활방범,3,200,360전방면,30,,02-3423-6772,37.478796399,127.04653532,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 논현로8길 24 (개포동),서울특별시 강남구 개포동 1185 (현대빌라사거리),생활방범,5,200,360전방면,30,,02-3423-6772,37.474393736,127.05083577,2020-08-27
"서울특별시 강남구청","서울특별시 강남구 개포로28길 28 (개포동, 리치타운아파트)",서울특별시 강남구 개포동 1204-5,생활방범,3,200,360전방면,30,,02-3423-6772,37.477302956,127.05032277,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로22길 65 (개포동),서울특별시 강남구 개포동 1272,생활방범,4,200,360전방면,30,,02-3423-6772,37.476230799,127.05147317,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 논현로20길 18 (개포동),서울특별시 강남구 개포동 1237-6,생활방범,3,200,360전방면,30,,02-3423-6772,37.478162708,127.04633652,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 논현로18길 14-9 (개포동),서울특별시 강남구 개포동 1234-14 (민경빌라주변),생활방범,3,200,360전방면,30,,02-3423-6772,37.477455544,127.04669593,2020-08-27
"서울특별시 강남구청","서울특별시 강남구 개포로28길 36 (개포동, 비스타그린빌)",서울특별시 강남구 개포동 1202-6 (래미안빌 주변),생활방범,4,200,360전방면,30,,02-3423-6772,37.476944297,127.05066769,2020-08-27
"서울특별시 강남구청","서울특별시 강남구 개포로32길 19 (개포동, 베네세하우스)",서울특별시 강남구 개포동 1209-12 (베네세하우스 주변),생활방범,3,200,360전방면,30,,02-3423-6772,37.478081022,127.05105793,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 논현로16길 20-5 (개포동),서울특별시 강남구 개포동 1221-9 (청원빌라 주변),생활방범,3,200,360전방면,30,,02-3423-6772,37.476566996,127.04841754,2020-08-27
"서울특별시 강남구청","서울특별시 강남구 논현로2길 36 (개포동, 뉴새롬아파트)",서울특별시 강남구 개포동 1164-13,생활방범,4,200,360전방면,30,,02-3423-6772,37.473278911,127.05310176,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로15길 41 (개포동),서울특별시 강남구 개포동 1239,생활방범,4,200,360전방면,30,,02-3423-6772,37.480694181,127.04657019,2020-08-27
"서울특별시 강남구청","서울특별시 강남구 개포로25길 13 (개포동, 아원포레스빌)",서울특별시 강남구 개포동 1256-4,생활방범,4,200,360전방면,30,,02-3423-6772,37.479782331,127.04799361,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로28길 47 (개포동),서울특별시 강남구 개포동 1271 (달터공원 내 산책로),생활방범,4,200,360전방면,30,,02-3423-6772,37.477115861,127.05188608,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 논현로20길 4-34 (개포동),서울특별시 강남구 개포동 1236-11,생활방범,4,200,360전방면,30,,02-3423-6772,37.476374206,127.0467891,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 논현로14길 17 (개포동),서울특별시 강남구 개포동 1222-6,생활방범,4,200,360전방면,30,,02-3423-6772,37.475980726,127.04859737,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 논현로12길 9 (개포동),서울특별시 강남구 개포동 1195-6,생활방범,4,400,360전방면,30,,02-3423-6772,37.474510308,127.04895942,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 논현로18길 14-19 (개포동),서울특별시 강남구 개포동 1234-9,생활방범,4,400,360전방면,30,,02-3423-6772,37.476905348,127.04724888,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로34길 13 (개포동),서울특별시 강남구 개포동 1210-12,생활방범,3,400,360전방면,30,,02-3423-6772,37.4784803,127.05117239,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 논현로8길 35 (개포동),서울특별시 강남구 개포동 1184-19,생활방범,3,400,360전방면,30,,02-3423-6772,37.474544434,127.05155567,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 개포로 263 (개포동),서울특별시 강남구 개포동 655 (구룡초 후문),생활방범,3,200,360전방면,30,,02-3423-6772,37.481197393,127.05177144,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 논현로4길 61 (개포동),서울특별시 강남구 개포동 1181-4,생활방범,4,200,360전방면,30,,02-3423-6772,37.474836121,127.05430246,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 논현로6길 30-9(개포동),서울특별시 강남구 개포동 1175-6,생활방범,3,200,360전방면,30,,02-3423-6772,37.473773799,127.05237622,2020-08-27
"서울특별시 강남구청","서울특별시 강남구 논현로4길 28 (개포동, 더샵그린아파트)",서울특별시 강남구 개포동 1167,생활방범,4,200,360전방면,30,,02-3423-6772,37.473207971,127.05236237,2020-08-27
"서울특별시 강남구청",서울특별시 강남구 도산대로 144 (논현동),서울특별시 강남구 논현동 6,생활방범,1,200,360전방면,30,,02-3423-6772,,,2020-08-27
