"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"서울특별시  양천구청",서울특별시 양천구 목동중앙본로30길 34,서울특별시 양천구 목동 545,생활방범,4,130,360도 전방,30,2001-12,02-2620-4793,37.544152,126.872136,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙남로14가길 40,서울특별시 양천구 목3동 318-64,생활방범,4,130,360도 전방,30,2001-12,02-2620-4793,37.542112,126.865363,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙서로7다길 28,서울특별시 양천구 목4동 781-33,생활방범,3,130,360도 전방,30,2001-12,02-2620-4793,37.535463,126.865015,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙남로3길 35,서울특별시 양천구 목4동 781-8,생활방범,5,130,360도 전방,30,2001-12,02-2620-4793,37.535563,126.865590,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙서로 16,서울특별시 양천구 목4동 796-1,생활방범,4,130,360도 전방,30,2001-12,02-2620-4793,37.532487,126.865633,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 오목로54길 13,서울특별시 양천구 목1동 405-34,생활방범,3,200,360도 전방,30,2001-12,02-2620-4793,37.523330,126.874190,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙본로30가길 25,서울특별시 양천구 목2동 531-2,생활방범,4,200,360도 전방,30,2001-12,02-2620-4793,37.545170,126.871450,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙본로31길 29,서울특별시 양천구 목2동 499-18,생활방범,4,200,360도 전방,30,2001-12,02-2620-4793,37.545680,126.869480,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙남로16가길 26,서울특별시 양천구 목3동 324-207,생활방범,3,200,360도 전방,30,2001-12,02-2620-4793,37.542940,126.863530,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙남로14가길 11,서울특별시 양천구 목동 716-4,생활방범,3,200,360도 전방,30,2001-12,02-2620-4793,37.541150,126.866140,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙서로7길 33,서울특별시 양천구 목4동 789-1,생활방범,4,200,360도 전방,30,2001-12,02-2620-4793,37.534120,126.865690,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동동로 206-3,서울특별시 양천구 목1동 405-208,생활방범,4,200,360도 전방,30,2001-12,02-2620-4793,37.524287,126.872022,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙본로24길 15,서울특별시 양천구 목동42-101,생활방범,4,200,360도 전방,30,2001-12,02-2620-4793,37.542300,126.870540,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙본로27길 37,서울특별시 양천구 목2동 553-21,생활방범,5,200,360도 전방,30,2001-12,02-2620-4793,37.544126,126.869223,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙북로8길 100,서울특별시 양천구 목3동 639-5,생활방범,4,200,360도 전방,30,2001-12,02-2620-4793,37.546201,126.866786,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙서로7나길 11,서울특별시 양천구 목동 786-6,생활방범,5,200,360도 전방,30,2001-12,02-2620-4793,37.541701,126.866991,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙본로18길 53,서울특별시 양천구 목2동231-93,생활방범,5,200,360도 전방,30,2001-12,02-2620-4793,37.540644,126.872094,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙북로 107,서울특별시 양천구 목2동 515-30,생활방범,5,200,360도 전방,30,2001-12,02-2620-4793,37.546271,126.875001,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙북로 57,서울특별시 양천구 목2동 600-7,생활방범,5,200,360도 전방,30,2001-12,02-2620-4793,37.546994,126.870044,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙북로6길 9,서울특별시 양천구 목3동 617-11,생활방범,5,200,360도 전방,30,2001-12,02-2620-4793,37.547940,126.864991,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙북로6길 35,서울특별시 양천구 목3동 625-18,생활방범,4,200,360도 전방,30,2001-12,02-2620-4793,37.546717,126.864685,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙남로3가길 99,서울특별시 양천구 목3동 721-13,생활방범,5,200,360도 전방,30,2001-12,02-2620-4793,37.540196,126.864445,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙남로16마길 35-17,서울특별시 양천구 목3동 644-1,생활방범,4,200,360도 전방,30,2001-12,02-2620-4793,37.545216,126.863191,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙로3길 70,서울특별시 양천구 목4동 744-5,생활방범,4,200,360도 전방,30,2001-12,02-2620-4793,37.537840,126.867785,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 등촌로 46-1,서울특별시 양천구 목4동 787-18,생활방범,4,200,360도 전방,30,2001-12,02-2620-4793,37.533900,126.863682,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 안양천로 1139,서울특별시 양천구 목5동 900-11,생활방범,3,200,360도 전방,30,2001-12,02-2620-4793,37.542788,126.884220,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동 927-12 진명여고 정문,서울특별시 양천구 목동 927-12 진명여고 정문,생활방범,3,200,360도 전방,30,2001-12,02-2620-4793,37.523668,126.865105,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙북로8길 111 금호130동-롯데캐슬111동 사이 금호부동산 앞,서울특별시 양천구 목2동 549 금호130동-롯데캐슬111동 사이 금호부동산 앞,생활방범,2,130,240도 전방,30,2001-12,02-2620-4793,37.545690,126.867790,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙서로4길 16,서울특별시 양천구 목4동 794-10,생활방범,4,200,360도 전방,30,2001-12,02-2620-4793,37.531660,126.864990,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 신목로2길 68,서울특별시 양천구 목1동 404-5,생활방범,5,200,360도 전방,30,2001-12,02-2620-4793,37.524144,126.877136,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동동로 353,서울특별시 양천구 목5동 905-3,생활방범,5,200,360도 전방,30,2001-12,02-2620-4793,37.533689,126.876855,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 오목로56길 8,서울특별시 양천구 목1동 405-146,생활방범,1,200,120도 전방,30,2001-12,02-2620-4793,37.523740,126.873930,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙본로26길 19,서울특별시 양천구 목2동 42-18,생활방범,2,200,240도 전방,30,2001-12,02-2620-4793,37.542619,126.871532,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙북로20길 7-24,서울특별시 양천구 목2동 523-32,생활방범,2,200,240도 전방,30,2001-12,02-2620-4793,37.544987,126.876227,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙본로18가길 13-1,서울특별시 양천구 목2동 230-1,생활방범,1,200,120도 전방,30,2001-12,02-2620-4793,37.540850,126.870450,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙북로 102-29,서울특별시 양천구 목2동 537,생활방범,3,200,360도 전방,30,2001-12,02-2620-4793,37.544847,126.874425,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙본로7가길 68-19,서울특별시 양천구 목3동 318-282,생활방범,1,200,120도 전방,30,2001-12,02-2620-4793,37.542810,126.867555,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙본로7가길 5,서울특별시 양천구 목3동 717-18,생활방범,3,200,360도 전방,30,2001-12,02-2620-4793,37.539849,126.866945,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙본로7가길 70-12,서울특별시 양천구 목동 318-122,생활방범,2,200,240도 전방,30,2001-12,02-2620-4793,37.543091,126.866900,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙남로5길 12,서울특별시 양천구 목4동 727-16,생활방범,1,200,120도 전방,30,2001-12,02-2620-4793,37.536994,126.865217,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙남로 32,서울특별시 양천구 목동 736-9,생활방범,2,200,240도 전방,30,2001-12,02-2620-4793,37.538420,126.866601,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙남로10길 13,서울특별시 양천구 목동 740-29,생활방범,1,200,120도 전방,30,2001-12,02-2620-4793,37.538154,126.867280,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙서로8길 35,서울특별시 양천구 목4동 803-33,생활방범,2,200,240도 전방,30,2001-12,02-2620-4793,37.531024,126.866242,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동동로12길 39,서울특별시 양천구 목1동 404-198,생활방범,1,200,120도 전방,30,2001-12,02-2620-4793,37.522620,126.875689,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙북로 131,서울특별시 양천구 목동 516-6,생활방범,3,200,360도 전방,30,2001-12,02-2620-4793,37.546601,126.877836,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙본로 43,서울특별시 양천구 목동 237,생활방범,4,200,360도 전방,30,2001-12,02-2620-4793,37.539847,126.868555,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙본로30길 83,서울특별시 양천구 목2동 530-3,생활방범,2,200,240도 전방,30,2001-12,02-2620-4793,37.546239,126.872009,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙북로 16길 78,서울특별시 양천구 목2동 557-44,생활방범,2,200,240도 전방,30,2001-12,02-2620-4793,37.542729,126.873840,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙남로16나길 12,서울특별시 양천구 목3동 324-129,생활방범,3,200,360도 전방,30,2001-12,02-2620-4793,37.542907,126.864702,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙북로7나길 42,서울특별시 양천구 목3동 604-14,생활방범,3,200,360도 전방,30,2001-12,02-2620-4793,37.522648,126.875626,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙남로 90,서울특별시 양천구 목3동 711-29,생활방범,1,200,120도 전방,30,2001-12,02-2620-4793,37.541550,126.864940,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙로3길 30-19,서울특별시 양천구 목4동 760-38,생활방범,2,200,240도 전방,30,2001-12,02-2620-4793,37.537264,126.869997,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙남로 51-15,서울특별시 양천구 목4동 725-18,생활방범,2,200,240도 전방,30,2001-12,02-2620-4793,37.538496,126.865319,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙남로 21-26,서울특별시 양천구 목4동 768-10,생활방범,3,200,360도 전방,30,2001-12,02-2620-4793,37.535517,126.866720,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동서로 155 파라곤107동,서울특별시 양천구 목1동 917 파라곤107동,생활방범,4,200,360도 전방,30,2001-12,02-2620-4793,37.530103,126.875659,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙북로24길 1-31 목동근린공원,서울특별시 양천구 목동 517-21,생활방범,3,200,360도 전방,30,2001-12,02-2620-4793,37.545984,126.880173,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙본로2길 32,서울특별시 양천구 목2동 231-132,생활방범,3,200,360도 전방,30,2001-12,02-2620-4793,37.540090,126.870537,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙북로10길 41,서울특별시 양천구 목동 499-46,생활방범,3,200,360도 전방,30,2001-12,02-2620-4793,37.545377,126.868762,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙북로 95,서울특별시 양천구 목동 514-16,생활방범,4,200,360도 전방,30,2001-12,02-2620-4793,37.546224,126.873773,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙본로30길 17,서울특별시 양천구 목2동 532-25,생활방범,3,200,360도 전방,30,2001-12,02-2620-4793,37.544000,126.871669,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙북로24길 72,서울특별시 양천구 목2동 537-27,생활방범,2,200,240도 전방,30,2001-12,02-2620-4793,37.544203,126.875913,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙본로24길 34,서울특별시 양천구 목2동 231-7,생활방범,3,200,360도 전방,30,2001-12,02-2620-4793,37.542092,126.871285,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙본로 17,서울특별시 양천구 목2동 754-4,생활방범,4,200,360도 전방,30,2001-12,02-2620-4793,37.538384,126.871159,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙로13길 19-13,서울특별시 양천구 목2동 131-16,생활방범,2,200,240도 전방,30,2001-12,02-2620-4793,37.544640,126.881810,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙본로24길 40,서울특별시 양천구 목2동 231-5,생활방범,4,200,360도 전방,30,2001-12,02-2620-4793,37.541752,126.871449,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙본로 56-5,서울특별시 양천구 목2동 232-4,생활방범,2,200,240도 전방,30,2001-12,02-2620-4793,37.541274,126.869263,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙북로12길 42-1,서울특별시 양천구 목2동 498-11,생활방범,3,200,360도 전방,30,2001-12,02-2620-4793,37.544741,126.870254,2020-05-18
"서울특별시  양천구청",서울특별시 양천구 목동중앙북로16길 102,서울특별시 양천구 목2동 557-23,생활방범,3,200,360도 전방,30,2001-12,02-2620-4793,37.542625,126.872597,2020-05-18
