X좌표(경도),Y좌표(위도),버스정류장 개수
126.848 ~ 126.85390000000001,37.52889999999999 ~ 37.532999999999994,8
126.848 ~ 126.85390000000001,37.532999999999994 ~ 37.537099999999995,13
126.848 ~ 126.85390000000001,37.537099999999995 ~ 37.541199999999996,12
126.848 ~ 126.85390000000001,37.541199999999996 ~ 37.5453,4
126.848 ~ 126.85390000000001,37.5453 ~ 37.5494,4
126.848 ~ 126.85390000000001,37.5494 ~ 37.5535,14
126.848 ~ 126.85390000000001,37.5535 ~ 37.557599999999994,5
126.848 ~ 126.85390000000001,37.557599999999994 ~ 37.561699999999995,11
126.848 ~ 126.85390000000001,37.561699999999995 ~ 37.565799999999996,12
126.848 ~ 126.85390000000001,37.565799999999996 ~ 37.5699,6
126.848 ~ 126.85390000000001,37.5699 ~ 37.574,0
126.848 ~ 126.85390000000001,37.574 ~ 37.5781,0
126.848 ~ 126.85390000000001,37.5781 ~ 37.58219999999999,0
126.848 ~ 126.85390000000001,37.58219999999999 ~ 37.586299999999994,0
126.848 ~ 126.85390000000001,37.586299999999994 ~ 37.590399999999995,0
126.848 ~ 126.85390000000001,37.590399999999995 ~ 37.5945,0
126.848 ~ 126.85390000000001,37.5945 ~ 37.5986,0
126.848 ~ 126.85390000000001,37.5986 ~ 37.6027,0
126.848 ~ 126.85390000000001,37.6027 ~ 37.6068,0
126.848 ~ 126.85390000000001,37.6068 ~ 37.610899999999994,0
126.848 ~ 126.85390000000001,37.610899999999994 ~ 37.614999999999995,0
126.848 ~ 126.85390000000001,37.614999999999995 ~ 37.619099999999996,0
126.848 ~ 126.85390000000001,37.619099999999996 ~ 37.6232,0
126.848 ~ 126.85390000000001,37.6232 ~ 37.6273,0
126.848 ~ 126.85390000000001,37.6273 ~ 37.6314,0
126.848 ~ 126.85390000000001,37.6314 ~ 37.63549999999999,0
126.848 ~ 126.85390000000001,37.63549999999999 ~ 37.639599999999994,0
126.848 ~ 126.85390000000001,37.639599999999994 ~ 37.643699999999995,0
126.848 ~ 126.85390000000001,37.643699999999995 ~ 37.6478,0
126.848 ~ 126.85390000000001,37.6478 ~ 37.6519,0
126.848 ~ 126.85390000000001,37.6519 ~ 37.656,0
126.848 ~ 126.85390000000001,37.656 ~ 37.6601,0
126.848 ~ 126.85390000000001,37.6601 ~ 37.664199999999994,0
126.848 ~ 126.85390000000001,37.664199999999994 ~ 37.668299999999995,0
126.848 ~ 126.85390000000001,37.668299999999995 ~ 37.672399999999996,0
126.848 ~ 126.85390000000001,37.672399999999996 ~ 37.6765,0
126.848 ~ 126.85390000000001,37.6765 ~ 37.6806,0
126.848 ~ 126.85390000000001,37.6806 ~ 37.6847,0
126.848 ~ 126.85390000000001,37.6847 ~ 37.68879999999999,0
126.848 ~ 126.85390000000001,37.68879999999999 ~ 37.692899999999995,0
126.848 ~ 126.85390000000001,37.692899999999995 ~ 37.696999999999996,0
126.848 ~ 126.85390000000001,37.696999999999996 ~ 37.7011,0
126.848 ~ 126.85390000000001,37.7011 ~ 37.7052,0
126.848 ~ 126.85390000000001,37.7052 ~ 37.7093,0
126.848 ~ 126.85390000000001,37.7093 ~ 37.7134,0
126.848 ~ 126.85390000000001,37.7134 ~ 37.717499999999994,0
126.85390000000001 ~ 126.8598,37.41 ~ 37.4141,0
126.85390000000001 ~ 126.8598,37.4141 ~ 37.4182,0
126.85390000000001 ~ 126.8598,37.4182 ~ 37.4223,0
126.85390000000001 ~ 126.8598,37.4223 ~ 37.426399999999994,0
126.85390000000001 ~ 126.8598,37.426399999999994 ~ 37.430499999999995,0
126.85390000000001 ~ 126.8598,37.430499999999995 ~ 37.434599999999996,0
126.85390000000001 ~ 126.8598,37.434599999999996 ~ 37.4387,0
126.85390000000001 ~ 126.8598,37.4387 ~ 37.4428,0
126.85390000000001 ~ 126.8598,37.4428 ~ 37.4469,0
126.85390000000001 ~ 126.8598,37.4469 ~ 37.45099999999999,0
126.85390000000001 ~ 126.8598,37.45099999999999 ~ 37.455099999999995,0
126.85390000000001 ~ 126.8598,37.455099999999995 ~ 37.459199999999996,0
126.85390000000001 ~ 126.8598,37.459199999999996 ~ 37.4633,0
126.85390000000001 ~ 126.8598,37.4633 ~ 37.4674,0
126.85390000000001 ~ 126.8598,37.4674 ~ 37.4715,0
126.85390000000001 ~ 126.8598,37.4715 ~ 37.4756,0
126.85390000000001 ~ 126.8598,37.4756 ~ 37.479699999999994,0
126.85390000000001 ~ 126.8598,37.479699999999994 ~ 37.483799999999995,0
126.85390000000001 ~ 126.8598,37.483799999999995 ~ 37.487899999999996,11
126.85390000000001 ~ 126.8598,37.487899999999996 ~ 37.492,9
126.85390000000001 ~ 126.8598,37.492 ~ 37.4961,9
126.85390000000001 ~ 126.8598,37.4961 ~ 37.5002,10
126.85390000000001 ~ 126.8598,37.5002 ~ 37.50429999999999,9
126.85390000000001 ~ 126.8598,37.50429999999999 ~ 37.508399999999995,16
126.85390000000001 ~ 126.8598,37.508399999999995 ~ 37.512499999999996,4
126.85390000000001 ~ 126.8598,37.512499999999996 ~ 37.5166,9
126.85390000000001 ~ 126.8598,37.5166 ~ 37.5207,8
126.85390000000001 ~ 126.8598,37.5207 ~ 37.5248,6
126.85390000000001 ~ 126.8598,37.5248 ~ 37.52889999999999,1
126.85390000000001 ~ 126.8598,37.52889999999999 ~ 37.532999999999994,15
126.85390000000001 ~ 126.8598,37.532999999999994 ~ 37.537099999999995,22
126.85390000000001 ~ 126.8598,37.537099999999995 ~ 37.541199999999996,9
126.85390000000001 ~ 126.8598,37.541199999999996 ~ 37.5453,0
126.85390000000001 ~ 126.8598,37.5453 ~ 37.5494,0
126.85390000000001 ~ 126.8598,37.5494 ~ 37.5535,0
126.85390000000001 ~ 126.8598,37.5535 ~ 37.557599999999994,8
126.85390000000001 ~ 126.8598,37.557599999999994 ~ 37.561699999999995,8
126.85390000000001 ~ 126.8598,37.561699999999995 ~ 37.565799999999996,4
126.85390000000001 ~ 126.8598,37.565799999999996 ~ 37.5699,0
126.85390000000001 ~ 126.8598,37.5699 ~ 37.574,0
126.85390000000001 ~ 126.8598,37.574 ~ 37.5781,0
126.85390000000001 ~ 126.8598,37.5781 ~ 37.58219999999999,0
126.85390000000001 ~ 126.8598,37.58219999999999 ~ 37.586299999999994,0
126.85390000000001 ~ 126.8598,37.586299999999994 ~ 37.590399999999995,0
126.85390000000001 ~ 126.8598,37.590399999999995 ~ 37.5945,0
126.85390000000001 ~ 126.8598,37.5945 ~ 37.5986,0
126.85390000000001 ~ 126.8598,37.5986 ~ 37.6027,0
126.85390000000001 ~ 126.8598,37.6027 ~ 37.6068,0
126.85390000000001 ~ 126.8598,37.6068 ~ 37.610899999999994,0
126.85390000000001 ~ 126.8598,37.610899999999994 ~ 37.614999999999995,0
126.85390000000001 ~ 126.8598,37.614999999999995 ~ 37.619099999999996,0
126.85390000000001 ~ 126.8598,37.619099999999996 ~ 37.6232,0
126.85390000000001 ~ 126.8598,37.6232 ~ 37.6273,0
126.85390000000001 ~ 126.8598,37.6273 ~ 37.6314,0
126.85390000000001 ~ 126.8598,37.6314 ~ 37.63549999999999,0
126.85390000000001 ~ 126.8598,37.63549999999999 ~ 37.639599999999994,0
126.85390000000001 ~ 126.8598,37.639599999999994 ~ 37.643699999999995,0
126.85390000000001 ~ 126.8598,37.643699999999995 ~ 37.6478,0
126.85390000000001 ~ 126.8598,37.6478 ~ 37.6519,0
126.85390000000001 ~ 126.8598,37.6519 ~ 37.656,0
126.85390000000001 ~ 126.8598,37.656 ~ 37.6601,0
126.85390000000001 ~ 126.8598,37.6601 ~ 37.664199999999994,0
126.85390000000001 ~ 126.8598,37.664199999999994 ~ 37.668299999999995,0
126.85390000000001 ~ 126.8598,37.668299999999995 ~ 37.672399999999996,0
126.85390000000001 ~ 126.8598,37.672399999999996 ~ 37.6765,0
126.85390000000001 ~ 126.8598,37.6765 ~ 37.6806,0
126.85390000000001 ~ 126.8598,37.6806 ~ 37.6847,0
126.85390000000001 ~ 126.8598,37.6847 ~ 37.68879999999999,0
126.85390000000001 ~ 126.8598,37.68879999999999 ~ 37.692899999999995,0
126.85390000000001 ~ 126.8598,37.692899999999995 ~ 37.696999999999996,0
126.85390000000001 ~ 126.8598,37.696999999999996 ~ 37.7011,0
126.85390000000001 ~ 126.8598,37.7011 ~ 37.7052,0
126.85390000000001 ~ 126.8598,37.7052 ~ 37.7093,0
126.85390000000001 ~ 126.8598,37.7093 ~ 37.7134,0
126.85390000000001 ~ 126.8598,37.7134 ~ 37.717499999999994,0
126.8598 ~ 126.8657,37.41 ~ 37.4141,0
126.8598 ~ 126.8657,37.4141 ~ 37.4182,0
126.8598 ~ 126.8657,37.4182 ~ 37.4223,0
126.8598 ~ 126.8657,37.4223 ~ 37.426399999999994,0
126.8598 ~ 126.8657,37.426399999999994 ~ 37.430499999999995,0
126.8598 ~ 126.8657,37.430499999999995 ~ 37.434599999999996,0
126.8598 ~ 126.8657,37.434599999999996 ~ 37.4387,0
126.8598 ~ 126.8657,37.4387 ~ 37.4428,0
126.8598 ~ 126.8657,37.4428 ~ 37.4469,0
126.8598 ~ 126.8657,37.4469 ~ 37.45099999999999,0
126.8598 ~ 126.8657,37.45099999999999 ~ 37.455099999999995,0
126.8598 ~ 126.8657,37.455099999999995 ~ 37.459199999999996,0
126.8598 ~ 126.8657,37.459199999999996 ~ 37.4633,0
126.8598 ~ 126.8657,37.4633 ~ 37.4674,0
126.8598 ~ 126.8657,37.4674 ~ 37.4715,0
126.8598 ~ 126.8657,37.4715 ~ 37.4756,0
126.8598 ~ 126.8657,37.4756 ~ 37.479699999999994,0
126.8598 ~ 126.8657,37.479699999999994 ~ 37.483799999999995,0
126.8598 ~ 126.8657,37.483799999999995 ~ 37.487899999999996,0
126.8598 ~ 126.8657,37.487899999999996 ~ 37.492,3
126.8598 ~ 126.8657,37.492 ~ 37.4961,0
126.8598 ~ 126.8657,37.4961 ~ 37.5002,6
126.8598 ~ 126.8657,37.5002 ~ 37.50429999999999,15
126.8598 ~ 126.8657,37.50429999999999 ~ 37.508399999999995,11
126.8598 ~ 126.8657,37.508399999999995 ~ 37.512499999999996,3
126.8598 ~ 126.8657,37.512499999999996 ~ 37.5166,6
126.8598 ~ 126.8657,37.5166 ~ 37.5207,6
126.8598 ~ 126.8657,37.5207 ~ 37.5248,8
126.8598 ~ 126.8657,37.5248 ~ 37.52889999999999,10
126.8598 ~ 126.8657,37.52889999999999 ~ 37.532999999999994,5
126.8598 ~ 126.8657,37.532999999999994 ~ 37.537099999999995,3
126.8598 ~ 126.8657,37.537099999999995 ~ 37.541199999999996,4
126.8598 ~ 126.8657,37.541199999999996 ~ 37.5453,5
126.8598 ~ 126.8657,37.5453 ~ 37.5494,2
126.8598 ~ 126.8657,37.5494 ~ 37.5535,6
126.8598 ~ 126.8657,37.5535 ~ 37.557599999999994,8
126.8598 ~ 126.8657,37.557599999999994 ~ 37.561699999999995,7
126.8598 ~ 126.8657,37.561699999999995 ~ 37.565799999999996,1
126.8598 ~ 126.8657,37.565799999999996 ~ 37.5699,0
126.8598 ~ 126.8657,37.5699 ~ 37.574,0
126.8598 ~ 126.8657,37.574 ~ 37.5781,0
126.8598 ~ 126.8657,37.5781 ~ 37.58219999999999,0
126.8598 ~ 126.8657,37.58219999999999 ~ 37.586299999999994,0
126.8598 ~ 126.8657,37.586299999999994 ~ 37.590399999999995,0
126.8598 ~ 126.8657,37.590399999999995 ~ 37.5945,0
126.8598 ~ 126.8657,37.5945 ~ 37.5986,0
126.8598 ~ 126.8657,37.5986 ~ 37.6027,0
126.8598 ~ 126.8657,37.6027 ~ 37.6068,0
126.8598 ~ 126.8657,37.6068 ~ 37.610899999999994,0
126.8598 ~ 126.8657,37.610899999999994 ~ 37.614999999999995,0
126.8598 ~ 126.8657,37.614999999999995 ~ 37.619099999999996,0
126.8598 ~ 126.8657,37.619099999999996 ~ 37.6232,0
126.8598 ~ 126.8657,37.6232 ~ 37.6273,0
126.8598 ~ 126.8657,37.6273 ~ 37.6314,0
126.8598 ~ 126.8657,37.6314 ~ 37.63549999999999,0
126.8598 ~ 126.8657,37.63549999999999 ~ 37.639599999999994,0
126.8598 ~ 126.8657,37.639599999999994 ~ 37.643699999999995,0
126.8598 ~ 126.8657,37.643699999999995 ~ 37.6478,0
126.8598 ~ 126.8657,37.6478 ~ 37.6519,0
126.8598 ~ 126.8657,37.6519 ~ 37.656,0
126.8598 ~ 126.8657,37.656 ~ 37.6601,0
126.8598 ~ 126.8657,37.6601 ~ 37.664199999999994,0
126.8598 ~ 126.8657,37.664199999999994 ~ 37.668299999999995,0
126.8598 ~ 126.8657,37.668299999999995 ~ 37.672399999999996,0
126.8598 ~ 126.8657,37.672399999999996 ~ 37.6765,0
126.8598 ~ 126.8657,37.6765 ~ 37.6806,0
126.8598 ~ 126.8657,37.6806 ~ 37.6847,0
126.8598 ~ 126.8657,37.6847 ~ 37.68879999999999,0
126.8598 ~ 126.8657,37.68879999999999 ~ 37.692899999999995,0
126.8598 ~ 126.8657,37.692899999999995 ~ 37.696999999999996,0
126.8598 ~ 126.8657,37.696999999999996 ~ 37.7011,0
126.8598 ~ 126.8657,37.7011 ~ 37.7052,0
126.8598 ~ 126.8657,37.7052 ~ 37.7093,0
126.8598 ~ 126.8657,37.7093 ~ 37.7134,0
126.8598 ~ 126.8657,37.7134 ~ 37.717499999999994,0
126.8657 ~ 126.8716,37.41 ~ 37.4141,0
126.8657 ~ 126.8716,37.4141 ~ 37.4182,0
126.8657 ~ 126.8716,37.4182 ~ 37.4223,0
126.8657 ~ 126.8716,37.4223 ~ 37.426399999999994,0
126.8657 ~ 126.8716,37.426399999999994 ~ 37.430499999999995,0
126.8657 ~ 126.8716,37.430499999999995 ~ 37.434599999999996,0
126.8657 ~ 126.8716,37.434599999999996 ~ 37.4387,0
126.8657 ~ 126.8716,37.4387 ~ 37.4428,0
126.8657 ~ 126.8716,37.4428 ~ 37.4469,0
126.8657 ~ 126.8716,37.4469 ~ 37.45099999999999,0
126.8657 ~ 126.8716,37.45099999999999 ~ 37.455099999999995,0
126.8657 ~ 126.8716,37.455099999999995 ~ 37.459199999999996,0
126.8657 ~ 126.8716,37.459199999999996 ~ 37.4633,0
126.8657 ~ 126.8716,37.4633 ~ 37.4674,0
126.8657 ~ 126.8716,37.4674 ~ 37.4715,0
126.8657 ~ 126.8716,37.4715 ~ 37.4756,0
126.8657 ~ 126.8716,37.4756 ~ 37.479699999999994,0
126.8657 ~ 126.8716,37.479699999999994 ~ 37.483799999999995,0
126.8657 ~ 126.8716,37.483799999999995 ~ 37.487899999999996,0
126.8657 ~ 126.8716,37.487899999999996 ~ 37.492,0
126.8657 ~ 126.8716,37.492 ~ 37.4961,0
126.8657 ~ 126.8716,37.4961 ~ 37.5002,2
126.8657 ~ 126.8716,37.5002 ~ 37.50429999999999,1
126.8657 ~ 126.8716,37.50429999999999 ~ 37.508399999999995,0
126.8657 ~ 126.8716,37.508399999999995 ~ 37.512499999999996,4
126.8657 ~ 126.8716,37.512499999999996 ~ 37.5166,10
126.8657 ~ 126.8716,37.5166 ~ 37.5207,11
126.8657 ~ 126.8716,37.5207 ~ 37.5248,3
126.8657 ~ 126.8716,37.5248 ~ 37.52889999999999,5
126.8657 ~ 126.8716,37.52889999999999 ~ 37.532999999999994,2
126.8657 ~ 126.8716,37.532999999999994 ~ 37.537099999999995,5
126.8657 ~ 126.8716,37.537099999999995 ~ 37.541199999999996,4
126.8657 ~ 126.8716,37.541199999999996 ~ 37.5453,4
126.8657 ~ 126.8716,37.5453 ~ 37.5494,6
126.8657 ~ 126.8716,37.5494 ~ 37.5535,8
126.8657 ~ 126.8716,37.5535 ~ 37.557599999999994,8
126.8657 ~ 126.8716,37.557599999999994 ~ 37.561699999999995,0
126.8657 ~ 126.8716,37.561699999999995 ~ 37.565799999999996,0
126.8657 ~ 126.8716,37.565799999999996 ~ 37.5699,0
126.8657 ~ 126.8716,37.5699 ~ 37.574,0
126.8657 ~ 126.8716,37.574 ~ 37.5781,0
126.8657 ~ 126.8716,37.5781 ~ 37.58219999999999,0
126.8657 ~ 126.8716,37.58219999999999 ~ 37.586299999999994,0
126.8657 ~ 126.8716,37.586299999999994 ~ 37.590399999999995,0
126.8657 ~ 126.8716,37.590399999999995 ~ 37.5945,0
126.8657 ~ 126.8716,37.5945 ~ 37.5986,0
126.8657 ~ 126.8716,37.5986 ~ 37.6027,0
126.8657 ~ 126.8716,37.6027 ~ 37.6068,0
126.8657 ~ 126.8716,37.6068 ~ 37.610899999999994,0
126.8657 ~ 126.8716,37.610899999999994 ~ 37.614999999999995,0
126.8657 ~ 126.8716,37.614999999999995 ~ 37.619099999999996,0
126.8657 ~ 126.8716,37.619099999999996 ~ 37.6232,0
126.8657 ~ 126.8716,37.6232 ~ 37.6273,0
126.8657 ~ 126.8716,37.6273 ~ 37.6314,0
126.8657 ~ 126.8716,37.6314 ~ 37.63549999999999,0
126.8657 ~ 126.8716,37.63549999999999 ~ 37.639599999999994,0
126.8657 ~ 126.8716,37.639599999999994 ~ 37.643699999999995,0
126.8657 ~ 126.8716,37.643699999999995 ~ 37.6478,0
126.8657 ~ 126.8716,37.6478 ~ 37.6519,0
126.8657 ~ 126.8716,37.6519 ~ 37.656,0
126.8657 ~ 126.8716,37.656 ~ 37.6601,0
126.8657 ~ 126.8716,37.6601 ~ 37.664199999999994,0
126.8657 ~ 126.8716,37.664199999999994 ~ 37.668299999999995,0
126.8657 ~ 126.8716,37.668299999999995 ~ 37.672399999999996,0
126.8657 ~ 126.8716,37.672399999999996 ~ 37.6765,0
126.8657 ~ 126.8716,37.6765 ~ 37.6806,0
126.8657 ~ 126.8716,37.6806 ~ 37.6847,0
126.8657 ~ 126.8716,37.6847 ~ 37.68879999999999,0
126.8657 ~ 126.8716,37.68879999999999 ~ 37.692899999999995,0
126.8657 ~ 126.8716,37.692899999999995 ~ 37.696999999999996,0
126.8657 ~ 126.8716,37.696999999999996 ~ 37.7011,0
126.8657 ~ 126.8716,37.7011 ~ 37.7052,0
126.8657 ~ 126.8716,37.7052 ~ 37.7093,0
126.8657 ~ 126.8716,37.7093 ~ 37.7134,0
126.8657 ~ 126.8716,37.7134 ~ 37.717499999999994,0
126.8716 ~ 126.8775,37.41 ~ 37.4141,0
126.8716 ~ 126.8775,37.4141 ~ 37.4182,0
126.8716 ~ 126.8775,37.4182 ~ 37.4223,0
126.8716 ~ 126.8775,37.4223 ~ 37.426399999999994,0
126.8716 ~ 126.8775,37.426399999999994 ~ 37.430499999999995,0
126.8716 ~ 126.8775,37.430499999999995 ~ 37.434599999999996,0
126.8716 ~ 126.8775,37.434599999999996 ~ 37.4387,0
126.8716 ~ 126.8775,37.4387 ~ 37.4428,0
126.8716 ~ 126.8775,37.4428 ~ 37.4469,0
126.8716 ~ 126.8775,37.4469 ~ 37.45099999999999,0
126.8716 ~ 126.8775,37.45099999999999 ~ 37.455099999999995,0
126.8716 ~ 126.8775,37.455099999999995 ~ 37.459199999999996,0
126.8716 ~ 126.8775,37.459199999999996 ~ 37.4633,0
126.8716 ~ 126.8775,37.4633 ~ 37.4674,0
126.8716 ~ 126.8775,37.4674 ~ 37.4715,0
126.8716 ~ 126.8775,37.4715 ~ 37.4756,0
126.8716 ~ 126.8775,37.4756 ~ 37.479699999999994,0
126.8716 ~ 126.8775,37.479699999999994 ~ 37.483799999999995,0
126.8716 ~ 126.8775,37.483799999999995 ~ 37.487899999999996,11
126.8716 ~ 126.8775,37.487899999999996 ~ 37.492,7
126.8716 ~ 126.8775,37.492 ~ 37.4961,10
126.8716 ~ 126.8775,37.4961 ~ 37.5002,3
126.8716 ~ 126.8775,37.5002 ~ 37.50429999999999,0
126.8716 ~ 126.8775,37.50429999999999 ~ 37.508399999999995,6
126.8716 ~ 126.8775,37.508399999999995 ~ 37.512499999999996,0
126.8716 ~ 126.8775,37.512499999999996 ~ 37.5166,7
126.8716 ~ 126.8775,37.5166 ~ 37.5207,6
126.8716 ~ 126.8775,37.5207 ~ 37.5248,9
126.8716 ~ 126.8775,37.5248 ~ 37.52889999999999,9
126.8716 ~ 126.8775,37.52889999999999 ~ 37.532999999999994,7
126.8716 ~ 126.8775,37.532999999999994 ~ 37.537099999999995,4
126.8716 ~ 126.8775,37.537099999999995 ~ 37.541199999999996,9
126.8716 ~ 126.8775,37.541199999999996 ~ 37.5453,0
126.8716 ~ 126.8775,37.5453 ~ 37.5494,6
126.8716 ~ 126.8775,37.5494 ~ 37.5535,5
126.8716 ~ 126.8775,37.5535 ~ 37.557599999999994,2
126.8716 ~ 126.8775,37.557599999999994 ~ 37.561699999999995,0
126.8716 ~ 126.8775,37.561699999999995 ~ 37.565799999999996,0
126.8716 ~ 126.8775,37.565799999999996 ~ 37.5699,2
126.8716 ~ 126.8775,37.5699 ~ 37.574,0
126.8716 ~ 126.8775,37.574 ~ 37.5781,0
126.8716 ~ 126.8775,37.5781 ~ 37.58219999999999,0
126.8716 ~ 126.8775,37.58219999999999 ~ 37.586299999999994,0
126.8716 ~ 126.8775,37.586299999999994 ~ 37.590399999999995,0
126.8716 ~ 126.8775,37.590399999999995 ~ 37.5945,0
126.8716 ~ 126.8775,37.5945 ~ 37.5986,0
126.8716 ~ 126.8775,37.5986 ~ 37.6027,0
126.8716 ~ 126.8775,37.6027 ~ 37.6068,0
126.8716 ~ 126.8775,37.6068 ~ 37.610899999999994,0
126.8716 ~ 126.8775,37.610899999999994 ~ 37.614999999999995,0
126.8716 ~ 126.8775,37.614999999999995 ~ 37.619099999999996,0
126.8716 ~ 126.8775,37.619099999999996 ~ 37.6232,0
126.8716 ~ 126.8775,37.6232 ~ 37.6273,0
126.8716 ~ 126.8775,37.6273 ~ 37.6314,0
126.8716 ~ 126.8775,37.6314 ~ 37.63549999999999,0
126.8716 ~ 126.8775,37.63549999999999 ~ 37.639599999999994,0
126.8716 ~ 126.8775,37.639599999999994 ~ 37.643699999999995,0
126.8716 ~ 126.8775,37.643699999999995 ~ 37.6478,0
126.8716 ~ 126.8775,37.6478 ~ 37.6519,0
126.8716 ~ 126.8775,37.6519 ~ 37.656,0
126.8716 ~ 126.8775,37.656 ~ 37.6601,0
126.8716 ~ 126.8775,37.6601 ~ 37.664199999999994,0
126.8716 ~ 126.8775,37.664199999999994 ~ 37.668299999999995,0
126.8716 ~ 126.8775,37.668299999999995 ~ 37.672399999999996,0
126.8716 ~ 126.8775,37.672399999999996 ~ 37.6765,0
126.8716 ~ 126.8775,37.6765 ~ 37.6806,0
126.8716 ~ 126.8775,37.6806 ~ 37.6847,0
126.8716 ~ 126.8775,37.6847 ~ 37.68879999999999,0
126.8716 ~ 126.8775,37.68879999999999 ~ 37.692899999999995,0
126.8716 ~ 126.8775,37.692899999999995 ~ 37.696999999999996,0
126.8716 ~ 126.8775,37.696999999999996 ~ 37.7011,0
126.8716 ~ 126.8775,37.7011 ~ 37.7052,0
126.8716 ~ 126.8775,37.7052 ~ 37.7093,0
126.8716 ~ 126.8775,37.7093 ~ 37.7134,0
126.8716 ~ 126.8775,37.7134 ~ 37.717499999999994,0
126.8775 ~ 126.88340000000001,37.41 ~ 37.4141,0
126.8775 ~ 126.88340000000001,37.4141 ~ 37.4182,0
126.8775 ~ 126.88340000000001,37.4182 ~ 37.4223,0
126.8775 ~ 126.88340000000001,37.4223 ~ 37.426399999999994,0
126.8775 ~ 126.88340000000001,37.426399999999994 ~ 37.430499999999995,0
126.8775 ~ 126.88340000000001,37.430499999999995 ~ 37.434599999999996,0
126.8775 ~ 126.88340000000001,37.434599999999996 ~ 37.4387,0
126.8775 ~ 126.88340000000001,37.4387 ~ 37.4428,0
126.8775 ~ 126.88340000000001,37.4428 ~ 37.4469,0
126.8775 ~ 126.88340000000001,37.4469 ~ 37.45099999999999,0
126.8775 ~ 126.88340000000001,37.45099999999999 ~ 37.455099999999995,0
126.8775 ~ 126.88340000000001,37.455099999999995 ~ 37.459199999999996,0
126.8775 ~ 126.88340000000001,37.459199999999996 ~ 37.4633,0
126.8775 ~ 126.88340000000001,37.4633 ~ 37.4674,0
126.8775 ~ 126.88340000000001,37.4674 ~ 37.4715,1
126.8775 ~ 126.88340000000001,37.4715 ~ 37.4756,5
126.8775 ~ 126.88340000000001,37.4756 ~ 37.479699999999994,10
126.8775 ~ 126.88340000000001,37.479699999999994 ~ 37.483799999999995,17
126.8775 ~ 126.88340000000001,37.483799999999995 ~ 37.487899999999996,2
126.8775 ~ 126.88340000000001,37.487899999999996 ~ 37.492,5
126.8775 ~ 126.88340000000001,37.492 ~ 37.4961,4
126.8775 ~ 126.88340000000001,37.4961 ~ 37.5002,8
126.8775 ~ 126.88340000000001,37.5002 ~ 37.50429999999999,7
126.8775 ~ 126.88340000000001,37.50429999999999 ~ 37.508399999999995,11
126.8775 ~ 126.88340000000001,37.508399999999995 ~ 37.512499999999996,3
126.8775 ~ 126.88340000000001,37.512499999999996 ~ 37.5166,1
126.8775 ~ 126.88340000000001,37.5166 ~ 37.5207,0
126.8775 ~ 126.88340000000001,37.5207 ~ 37.5248,3
126.8775 ~ 126.88340000000001,37.5248 ~ 37.52889999999999,0
126.8775 ~ 126.88340000000001,37.52889999999999 ~ 37.532999999999994,1
126.8775 ~ 126.88340000000001,37.532999999999994 ~ 37.537099999999995,6
126.8775 ~ 126.88340000000001,37.537099999999995 ~ 37.541199999999996,12
126.8775 ~ 126.88340000000001,37.541199999999996 ~ 37.5453,6
126.8775 ~ 126.88340000000001,37.5453 ~ 37.5494,5
126.8775 ~ 126.88340000000001,37.5494 ~ 37.5535,0
126.8775 ~ 126.88340000000001,37.5535 ~ 37.557599999999994,0
126.8775 ~ 126.88340000000001,37.557599999999994 ~ 37.561699999999995,0
126.8775 ~ 126.88340000000001,37.561699999999995 ~ 37.565799999999996,0
126.8775 ~ 126.88340000000001,37.565799999999996 ~ 37.5699,4
126.8775 ~ 126.88340000000001,37.5699 ~ 37.574,1
126.8775 ~ 126.88340000000001,37.574 ~ 37.5781,2
126.8775 ~ 126.88340000000001,37.5781 ~ 37.58219999999999,7
126.8775 ~ 126.88340000000001,37.58219999999999 ~ 37.586299999999994,8
126.8775 ~ 126.88340000000001,37.586299999999994 ~ 37.590399999999995,0
126.8775 ~ 126.88340000000001,37.590399999999995 ~ 37.5945,0
126.8775 ~ 126.88340000000001,37.5945 ~ 37.5986,0
126.8775 ~ 126.88340000000001,37.5986 ~ 37.6027,0
126.8775 ~ 126.88340000000001,37.6027 ~ 37.6068,0
126.8775 ~ 126.88340000000001,37.6068 ~ 37.610899999999994,0
126.8775 ~ 126.88340000000001,37.610899999999994 ~ 37.614999999999995,0
126.8775 ~ 126.88340000000001,37.614999999999995 ~ 37.619099999999996,0
126.8775 ~ 126.88340000000001,37.619099999999996 ~ 37.6232,0
126.8775 ~ 126.88340000000001,37.6232 ~ 37.6273,0
126.8775 ~ 126.88340000000001,37.6273 ~ 37.6314,0
126.8775 ~ 126.88340000000001,37.6314 ~ 37.63549999999999,0
126.8775 ~ 126.88340000000001,37.63549999999999 ~ 37.639599999999994,0
126.8775 ~ 126.88340000000001,37.639599999999994 ~ 37.643699999999995,0
126.8775 ~ 126.88340000000001,37.643699999999995 ~ 37.6478,0
126.8775 ~ 126.88340000000001,37.6478 ~ 37.6519,0
126.8775 ~ 126.88340000000001,37.6519 ~ 37.656,0
126.8775 ~ 126.88340000000001,37.656 ~ 37.6601,0
126.8775 ~ 126.88340000000001,37.6601 ~ 37.664199999999994,0
126.8775 ~ 126.88340000000001,37.664199999999994 ~ 37.668299999999995,0
126.8775 ~ 126.88340000000001,37.668299999999995 ~ 37.672399999999996,0
126.8775 ~ 126.88340000000001,37.672399999999996 ~ 37.6765,0
