XÁÂÇ¥(°æµµ),YÁÂÇ¥(À§µµ),ÇÕ°è
126.78015,37.47765,0
126.78015,37.48174999999999,0
126.78015,37.48585,0
126.78015,37.48994999999999,0
126.78015,37.49405,0
126.78015,37.49815,0
126.78015,37.50225,0
126.78015,37.50635,0
126.78015,37.51044999999999,0
126.78015,37.51455,0
126.78015,37.51865,0
126.78015,37.52275,0
126.78015,37.52685,0
126.78015,37.53094999999999,0
126.78015,37.53505,0
126.78015,37.53914999999999,0
126.78015,37.54325,0
126.78015,37.54735,2
126.78015,37.55145,0
126.78015,37.55555,2
126.78015,37.55964999999999,2
126.78015,37.56375,0
126.78015,37.56784999999999,0
126.78015,37.57195,0
126.78015,37.57605,0
126.78015,37.58015,0
126.78015,37.58425,0
126.78015,37.58834999999999,0
126.78015,37.59245,0
126.78015,37.59654999999999,0
126.78015,37.60065,0
126.78015,37.60475,0
126.78015,37.60885,0
126.78015,37.61295,0
126.78015,37.61704999999999,0
126.78015,37.62115,0
126.78015,37.62525,0
126.78015,37.62935,0
126.78015,37.63345,0
126.78015,37.63754999999999,0
126.78015,37.64165,0
126.78015,37.64574999999999,0
126.78015,37.64985,0
126.78015,37.65395,0
126.78015,37.65805,0
126.78015,37.66215,0
126.78015,37.66624999999999,0
126.78015,37.67035,0
126.78015,37.67444999999999,0
126.78015,37.67855,0
126.78015,37.68265,0
126.78015,37.68675,0
126.78015,37.69085,0
126.78015,37.69494999999999,0
126.78015,37.69905,0
126.78015,37.70315,0
126.78015,37.70725,0
126.78015,37.71135,0
126.78015,37.71545,0
126.78605,37.41205,0
126.78605,37.41615,0
126.78605,37.42025,0
126.78605,37.42435,0
126.78605,37.42845,0
126.78605,37.43254999999999,0
126.78605,37.43665,0
126.78605,37.44075,0
126.78605,37.44485,0
126.78605,37.44895,0
126.78605,37.45304999999999,0
126.78605,37.45715,0
126.78605,37.46124999999999,0
126.78605,37.46535,0
126.78605,37.46945,0
126.78605,37.47355,0
126.78605,37.47765,0
126.78605,37.48174999999999,0
126.78605,37.48585,0
126.78605,37.48994999999999,0
126.78605,37.49405,0
126.78605,37.49815,0
126.78605,37.50225,0
126.78605,37.50635,0
126.78605,37.51044999999999,0
126.78605,37.51455,0
126.78605,37.51865,0
126.78605,37.52275,0
126.78605,37.52685,0
126.78605,37.53094999999999,0
126.78605,37.53505,0
126.78605,37.53914999999999,0
126.78605,37.54325,0
126.78605,37.54735,0
126.78605,37.55145,0
126.78605,37.55555,0
126.78605,37.55964999999999,0
126.78605,37.56375,0
126.78605,37.56784999999999,0
126.78605,37.57195,0
126.78605,37.57605,6
126.78605,37.58015,0
126.78605,37.58425,0
126.78605,37.58834999999999,0
126.78605,37.59245,0
126.78605,37.59654999999999,0
126.78605,37.60065,0
126.78605,37.60475,0
126.78605,37.60885,0
126.78605,37.61295,0
126.78605,37.61704999999999,0
126.78605,37.62115,0
126.78605,37.62525,0
126.78605,37.62935,0
126.78605,37.63345,0
126.78605,37.63754999999999,0
126.78605,37.64165,0
126.78605,37.64574999999999,0
126.78605,37.64985,0
126.78605,37.65395,0
126.78605,37.65805,0
126.78605,37.66215,0
126.78605,37.66624999999999,0
126.78605,37.67035,0
126.78605,37.67444999999999,0
126.78605,37.67855,0
126.78605,37.68265,0
126.78605,37.68675,0
126.78605,37.69085,0
126.78605,37.69494999999999,0
126.78605,37.69905,0
126.78605,37.70315,0
126.78605,37.70725,0
126.78605,37.71135,0
126.78605,37.71545,0
126.79195,37.41205,0
126.79195,37.41615,0
126.79195,37.42025,0
126.79195,37.42435,0
126.79195,37.42845,0
126.79195,37.43254999999999,0
126.79195,37.43665,0
126.79195,37.44075,0
126.79195,37.44485,0
126.79195,37.44895,0
126.79195,37.45304999999999,0
126.79195,37.45715,0
126.79195,37.46124999999999,0
126.79195,37.46535,0
126.79195,37.46945,0
126.79195,37.47355,0
126.79195,37.47765,0
126.79195,37.48174999999999,0
126.79195,37.48585,0
126.79195,37.48994999999999,0
126.79195,37.49405,0
126.79195,37.49815,0
126.79195,37.50225,0
126.79195,37.50635,0
126.79195,37.51044999999999,0
126.79195,37.51455,0
126.79195,37.51865,0
126.79195,37.52275,0
126.79195,37.52685,0
126.79195,37.53094999999999,0
126.79195,37.53505,0
126.79195,37.53914999999999,0
126.79195,37.54325,0
126.79195,37.54735,4
126.79195,37.55145,0
126.79195,37.55555,0
126.79195,37.55964999999999,0
126.79195,37.56375,0
126.79195,37.56784999999999,10
126.79195,37.57195,2
126.79195,37.57605,0
126.79195,37.58015,0
126.79195,37.58425,0
126.79195,37.58834999999999,0
126.79195,37.59245,0
126.79195,37.59654999999999,0
126.79195,37.60065,0
126.79195,37.60475,0
126.79195,37.60885,0
126.79195,37.61295,0
126.79195,37.61704999999999,0
126.79195,37.62115,0
126.79195,37.62525,0
126.79195,37.62935,0
126.79195,37.63345,0
126.79195,37.63754999999999,0
126.79195,37.64165,0
126.79195,37.64574999999999,0
126.79195,37.64985,0
126.79195,37.65395,0
126.79195,37.65805,0
126.79195,37.66215,0
126.79195,37.66624999999999,0
126.79195,37.67035,0
126.79195,37.67444999999999,0
126.79195,37.67855,0
126.79195,37.68265,0
126.79195,37.68675,0
126.79195,37.69085,0
126.79195,37.69494999999999,0
126.79195,37.69905,0
126.79195,37.70315,0
126.79195,37.70725,0
126.79195,37.71135,0
126.79195,37.71545,0
126.79785,37.41205,0
126.79785,37.41615,0
126.79785,37.42025,0
126.79785,37.42435,0
126.79785,37.42845,0
126.79785,37.43254999999999,0
126.79785,37.43665,0
126.79785,37.44075,0
126.79785,37.44485,0
126.79785,37.44895,0
126.79785,37.45304999999999,0
126.79785,37.45715,0
126.79785,37.46124999999999,0
126.79785,37.46535,0
126.79785,37.46945,0
126.79785,37.47355,0
126.79785,37.47765,0
126.79785,37.48174999999999,0
126.79785,37.48585,0
126.79785,37.48994999999999,0
126.79785,37.49405,0
126.79785,37.49815,0
126.79785,37.50225,0
126.79785,37.50635,0
126.79785,37.51044999999999,0
126.79785,37.51455,0
126.79785,37.51865,0
126.79785,37.52275,0
126.79785,37.52685,0
126.79785,37.53094999999999,0
126.79785,37.53505,0
126.79785,37.53914999999999,2
126.79785,37.54325,0
126.79785,37.54735,2
126.79785,37.55145,0
126.79785,37.55555,0
126.79785,37.55964999999999,0
126.79785,37.56375,12
126.79785,37.56784999999999,2
126.79785,37.57195,0
126.79785,37.57605,2
126.79785,37.58015,11
126.79785,37.58425,7
126.79785,37.58834999999999,0
126.79785,37.59245,0
126.79785,37.59654999999999,0
126.79785,37.60065,0
126.79785,37.60475,0
126.79785,37.60885,0
126.79785,37.61295,0
126.79785,37.61704999999999,0
126.79785,37.62115,0
126.79785,37.62525,0
126.79785,37.62935,0
126.79785,37.63345,0
126.79785,37.63754999999999,0
126.79785,37.64165,0
126.79785,37.64574999999999,0
126.79785,37.64985,0
126.79785,37.65395,0
126.79785,37.65805,0
126.79785,37.66215,0
126.79785,37.66624999999999,0
126.79785,37.67035,0
126.79785,37.67444999999999,0
126.79785,37.67855,0
126.79785,37.68265,0
126.79785,37.68675,0
126.79785,37.69085,0
126.79785,37.69494999999999,0
126.79785,37.69905,0
126.79785,37.70315,0
126.79785,37.70725,0
126.79785,37.71135,0
126.79785,37.71545,0
126.80375,37.41205,0
126.80375,37.41615,0
126.80375,37.42025,0
126.80375,37.42435,0
126.80375,37.42845,0
126.80375,37.43254999999999,0
126.80375,37.43665,0
126.80375,37.44075,0
126.80375,37.44485,0
126.80375,37.44895,0
126.80375,37.45304999999999,0
126.80375,37.45715,0
126.80375,37.46124999999999,0
126.80375,37.46535,0
126.80375,37.46945,0
126.80375,37.47355,0
126.80375,37.47765,0
126.80375,37.48174999999999,0
126.80375,37.48585,0
126.80375,37.48994999999999,0
126.80375,37.49405,0
126.80375,37.49815,0
126.80375,37.50225,0
126.80375,37.50635,0
126.80375,37.51044999999999,0
126.80375,37.51455,0
126.80375,37.51865,0
126.80375,37.52275,0
126.80375,37.52685,0
126.80375,37.53094999999999,0
126.80375,37.53505,0
126.80375,37.53914999999999,0
126.80375,37.54325,0
126.80375,37.54735,0
126.80375,37.55145,0
126.80375,37.55555,0
126.80375,37.55964999999999,9
126.80375,37.56375,163
126.80375,37.56784999999999,21
126.80375,37.57195,25
126.80375,37.57605,2
126.80375,37.58015,0
126.80375,37.58425,0
126.80375,37.58834999999999,1
126.80375,37.59245,0
126.80375,37.59654999999999,0
126.80375,37.60065,0
126.80375,37.60475,0
126.80375,37.60885,0
126.80375,37.61295,0
126.80375,37.61704999999999,0
126.80375,37.62115,0
126.80375,37.62525,0
126.80375,37.62935,0
126.80375,37.63345,0
126.80375,37.63754999999999,0
126.80375,37.64165,0
126.80375,37.64574999999999,0
126.80375,37.64985,0
126.80375,37.65395,0
126.80375,37.65805,0
126.80375,37.66215,0
126.80375,37.66624999999999,0
126.80375,37.67035,0
126.80375,37.67444999999999,0
126.80375,37.67855,0
126.80375,37.68265,0
126.80375,37.68675,0
126.80375,37.69085,0
126.80375,37.69494999999999,0
126.80375,37.69905,0
126.80375,37.70315,0
126.80375,37.70725,0
126.80375,37.71135,0
126.80375,37.71545,0
126.80965,37.41205,0
126.80965,37.41615,0
126.80965,37.42025,0
126.80965,37.42435,0
126.80965,37.42845,0
126.80965,37.43254999999999,0
126.80965,37.43665,0
126.80965,37.44075,0
126.80965,37.44485,0
126.80965,37.44895,0
126.80965,37.45304999999999,0
126.80965,37.45715,0
126.80965,37.46124999999999,0
126.80965,37.46535,0
126.80965,37.46945,0
126.80965,37.47355,0
126.80965,37.47765,0
126.80965,37.48174999999999,0
126.80965,37.48585,0
126.80965,37.48994999999999,0
126.80965,37.49405,0
126.80965,37.49815,0
126.80965,37.50225,0
126.80965,37.50635,0
126.80965,37.51044999999999,0
126.80965,37.51455,0
126.80965,37.51865,0
126.80965,37.52275,0
126.80965,37.52685,0
126.80965,37.53094999999999,0
126.80965,37.53505,0
126.80965,37.53914999999999,0
126.80965,37.54325,0
126.80965,37.54735,3
126.80965,37.55145,1
126.80965,37.55555,88
126.80965,37.55964999999999,250
126.80965,37.56375,314
126.80965,37.56784999999999,130
126.80965,37.57195,289
126.80965,37.57605,85
126.80965,37.58015,42
126.80965,37.58425,0
126.80965,37.58834999999999,0
126.80965,37.59245,0
126.80965,37.59654999999999,0
126.80965,37.60065,0
126.80965,37.60475,0
126.80965,37.60885,0
126.80965,37.61295,0
126.80965,37.61704999999999,0
126.80965,37.62115,0
126.80965,37.62525,0
126.80965,37.62935,0
126.80965,37.63345,0
126.80965,37.63754999999999,0
126.80965,37.64165,0
126.80965,37.64574999999999,0
126.80965,37.64985,0
126.80965,37.65395,0
126.80965,37.65805,0
126.80965,37.66215,0
126.80965,37.66624999999999,0
126.80965,37.67035,0
126.80965,37.67444999999999,0
126.80965,37.67855,0
126.80965,37.68265,0
126.80965,37.68675,0
126.80965,37.69085,0
126.80965,37.69494999999999,0
126.80965,37.69905,0
126.80965,37.70315,0
126.80965,37.70725,0
126.80965,37.71135,0
126.80965,37.71545,0
126.81555,37.41205,0
126.81555,37.41615,0
126.81555,37.42025,0
126.81555,37.42435,0
126.81555,37.42845,0
126.81555,37.43254999999999,0
126.81555,37.43665,0
126.81555,37.44075,0
126.81555,37.44485,0
126.81555,37.44895,0
126.81555,37.45304999999999,0
126.81555,37.45715,0
126.81555,37.46124999999999,0
126.81555,37.46535,0
126.81555,37.46945,0
126.81555,37.47355,0
126.81555,37.47765,8
126.81555,37.48174999999999,0
126.81555,37.48585,0
126.81555,37.48994999999999,2
126.81555,37.49405,16
126.81555,37.49815,0
126.81555,37.50225,0
126.81555,37.50635,0
126.81555,37.51044999999999,0
126.81555,37.51455,0
126.81555,37.51865,0
126.81555,37.52275,0
126.81555,37.52685,0
126.81555,37.53094999999999,0
126.81555,37.53505,0
126.81555,37.53914999999999,0
126.81555,37.54325,2
126.81555,37.54735,19
126.81555,37.55145,18
126.81555,37.55555,104
126.81555,37.55964999999999,15
126.81555,37.56375,38
126.81555,37.56784999999999,245
126.81555,37.57195,190
126.81555,37.57605,75
126.81555,37.58015,58
126.81555,37.58425,1
126.81555,37.58834999999999,0
126.81555,37.59245,0
126.81555,37.59654999999999,0
126.81555,37.60065,0
126.81555,37.60475,0
126.81555,37.60885,0
126.81555,37.61295,0
126.81555,37.61704999999999,0
126.81555,37.62115,0
126.81555,37.62525,0
126.81555,37.62935,0
126.81555,37.63345,0
126.81555,37.63754999999999,0
126.81555,37.64165,0
126.81555,37.64574999999999,0
126.81555,37.64985,0
126.81555,37.65395,0
126.81555,37.65805,0
126.81555,37.66215,0
126.81555,37.66624999999999,0
126.81555,37.67035,0
126.81555,37.67444999999999,0
126.81555,37.67855,0
126.81555,37.68265,0
126.81555,37.68675,0
126.81555,37.69085,0
126.81555,37.69494999999999,0
126.81555,37.69905,0
126.81555,37.70315,0
126.81555,37.70725,0
126.81555,37.71135,0
126.81555,37.71545,0
126.82145,37.41205,0
126.82145,37.41615,0
126.82145,37.42025,0
126.82145,37.42435,0
126.82145,37.42845,0
126.82145,37.43254999999999,0
126.82145,37.43665,0
126.82145,37.44075,0
126.82145,37.44485,0
126.82145,37.44895,0
126.82145,37.45304999999999,0
126.82145,37.45715,0
126.82145,37.46124999999999,0
126.82145,37.46535,0
126.82145,37.46945,0
126.82145,37.47355,0
126.82145,37.47765,17
126.82145,37.48174999999999,44
126.82145,37.48585,22
126.82145,37.48994999999999,44
126.82145,37.49405,47
126.82145,37.49815,21
126.82145,37.50225,0
126.82145,37.50635,0
126.82145,37.51044999999999,0
126.82145,37.51455,0
126.82145,37.51865,0
126.82145,37.52275,0
126.82145,37.52685,0
126.82145,37.53094999999999,0
126.82145,37.53505,4
126.82145,37.53914999999999,24
126.82145,37.54325,3
126.82145,37.54735,49
126.82145,37.55145,37
126.82145,37.55555,47
126.82145,37.55964999999999,73
126.82145,37.56375,80
126.82145,37.56784999999999,74
126.82145,37.57195,132
126.82145,37.57605,14
126.82145,37.58015,6
126.82145,37.58425,1
126.82145,37.58834999999999,0
126.82145,37.59245,0
126.82145,37.59654999999999,0
126.82145,37.60065,0
126.82145,37.60475,0
126.82145,37.60885,0
126.82145,37.61295,0
126.82145,37.61704999999999,0
126.82145,37.62115,0
126.82145,37.62525,0
126.82145,37.62935,0
126.82145,37.63345,0
126.82145,37.63754999999999,0
126.82145,37.64165,0
126.82145,37.64574999999999,0
126.82145,37.64985,0
126.82145,37.65395,0
126.82145,37.65805,0
126.82145,37.66215,0
126.82145,37.66624999999999,0
126.82145,37.67035,0
126.82145,37.67444999999999,0
126.82145,37.67855,0
126.82145,37.68265,0
126.82145,37.68675,0
126.82145,37.69085,0
126.82145,37.69494999999999,0
126.82145,37.69905,0
126.82145,37.70315,0
126.82145,37.70725,0
126.82145,37.71135,0
126.82145,37.71545,0
126.82735,37.41205,0
126.82735,37.41615,0
126.82735,37.42025,0
126.82735,37.42435,0
126.82735,37.42845,0
126.82735,37.43254999999999,0
126.82735,37.43665,0
126.82735,37.44075,0
126.82735,37.44485,0
126.82735,37.44895,0
126.82735,37.45304999999999,0
126.82735,37.45715,0
126.82735,37.46124999999999,0
126.82735,37.46535,0
126.82735,37.46945,0
126.82735,37.47355,0
126.82735,37.47765,14
126.82735,37.48174999999999,2
126.82735,37.48585,2
126.82735,37.48994999999999,65
126.82735,37.49405,38
126.82735,37.49815,78
126.82735,37.50225,8
126.82735,37.50635,2
126.82735,37.51044999999999,3
126.82735,37.51455,12
126.82735,37.51865,0
126.82735,37.52275,8
126.82735,37.52685,0
126.82735,37.53094999999999,13
126.82735,37.53505,201
126.82735,37.53914999999999,125
126.82735,37.54325,19
126.82735,37.54735,12
126.82735,37.55145,110
126.82735,37.55555,21
126.82735,37.55964999999999,398
126.82735,37.56375,13
126.82735,37.56784999999999,654
126.82735,37.57195,5
126.82735,37.57605,0
126.82735,37.58015,0
126.82735,37.58425,0
126.82735,37.58834999999999,0
126.82735,37.59245,0
126.82735,37.59654999999999,0
126.82735,37.60065,0
126.82735,37.60475,0
126.82735,37.60885,0
126.82735,37.61295,0
126.82735,37.61704999999999,0
126.82735,37.62115,0
126.82735,37.62525,0
126.82735,37.62935,0
126.82735,37.63345,0
126.82735,37.63754999999999,0
126.82735,37.64165,0
126.82735,37.64574999999999,0
126.82735,37.64985,0
126.82735,37.65395,0
126.82735,37.65805,0
126.82735,37.66215,0
126.82735,37.66624999999999,0
126.82735,37.67035,0
126.82735,37.67444999999999,0
126.82735,37.67855,0
126.82735,37.68265,0
126.82735,37.68675,0
126.82735,37.69085,0
126.82735,37.69494999999999,0
126.82735,37.69905,0
126.82735,37.70315,0
126.82735,37.70725,0
126.82735,37.71135,0
126.82735,37.71545,0
126.83325,37.41205,0
126.83325,37.41615,0
126.83325,37.42025,0
126.83325,37.42435,0
126.83325,37.42845,0
126.83325,37.43254999999999,0
126.83325,37.43665,0
126.83325,37.44075,0
126.83325,37.44485,0
126.83325,37.44895,0
126.83325,37.45304999999999,0
126.83325,37.45715,0
126.83325,37.46124999999999,0
126.83325,37.46535,0
126.83325,37.46945,0
126.83325,37.47355,0
126.83325,37.47765,0
126.83325,37.48174999999999,2
126.83325,37.48585,4
126.83325,37.48994999999999,32
126.83325,37.49405,92
126.83325,37.49815,16
126.83325,37.50225,2
126.83325,37.50635,7
126.83325,37.51044999999999,15
126.83325,37.51455,60
126.83325,37.51865,31
126.83325,37.52275,154
126.83325,37.52685,18
126.83325,37.53094999999999,178
126.83325,37.53505,146
126.83325,37.53914999999999,215
126.83325,37.54325,79
126.83325,37.54735,232
126.83325,37.55145,229
126.83325,37.55555,12
126.83325,37.55964999999999,736
126.83325,37.56375,14
126.83325,37.56784999999999,3
126.83325,37.57195,31
126.83325,37.57605,0
126.83325,37.58015,0
126.83325,37.58425,0
126.83325,37.58834999999999,0
126.83325,37.59245,0
126.83325,37.59654999999999,0
126.83325,37.60065,0
126.83325,37.60475,0
126.83325,37.60885,0
126.83325,37.61295,0
126.83325,37.61704999999999,0
126.83325,37.62115,0
126.83325,37.62525,0
126.83325,37.62935,0
126.83325,37.63345,0
126.83325,37.63754999999999,0
126.83325,37.64165,0
126.83325,37.64574999999999,0
126.83325,37.64985,0
126.83325,37.65395,0
126.83325,37.65805,0
126.83325,37.66215,0
126.83325,37.66624999999999,0
126.83325,37.67035,0
126.83325,37.67444999999999,0
126.83325,37.67855,0
126.83325,37.68265,0
126.83325,37.68675,0
126.83325,37.69085,0
126.83325,37.69494999999999,0
126.83325,37.69905,0
126.83325,37.70315,0
126.83325,37.70725,0
126.83325,37.71135,0
126.83325,37.71545,0
126.83915,37.41205,0
126.83915,37.41615,0
126.83915,37.42025,0
126.83915,37.42435,0
126.83915,37.42845,0
126.83915,37.43254999999999,0
126.83915,37.43665,0
126.83915,37.44075,0
126.83915,37.44485,0
126.83915,37.44895,0
126.83915,37.45304999999999,0
126.83915,37.45715,0
126.83915,37.46124999999999,0
126.83915,37.46535,0
126.83915,37.46945,0
126.83915,37.47355,0
126.83915,37.47765,5
126.83915,37.48174999999999,46
126.83915,37.48585,78
126.83915,37.48994999999999,98
126.83915,37.49405,92
126.83915,37.49815,36
126.83915,37.50225,4
126.83915,37.50635,9
126.83915,37.51044999999999,43
126.83915,37.51455,91
126.83915,37.51865,177
126.83915,37.52275,118
126.83915,37.52685,144
126.83915,37.53094999999999,265
126.83915,37.53505,165
126.83915,37.53914999999999,290
126.83915,37.54325,272
126.83915,37.54735,32
126.83915,37.55145,76
126.83915,37.55555,216
126.83915,37.55964999999999,644
126.83915,37.56375,179
126.83915,37.56784999999999,271
126.83915,37.57195,63
126.83915,37.57605,6
126.83915,37.58015,0
126.83915,37.58425,0
126.83915,37.58834999999999,0
126.83915,37.59245,0
126.83915,37.59654999999999,0
126.83915,37.60065,0
126.83915,37.60475,0
126.83915,37.60885,0
126.83915,37.61295,0
126.83915,37.61704999999999,0
126.83915,37.62115,0
126.83915,37.62525,0
126.83915,37.62935,0
126.83915,37.63345,0
126.83915,37.63754999999999,0
126.83915,37.64165,0
126.83915,37.64574999999999,0
126.83915,37.64985,0
126.83915,37.65395,0
126.83915,37.65805,0
126.83915,37.66215,0
126.83915,37.66624999999999,0
126.83915,37.67035,0
126.83915,37.67444999999999,0
126.83915,37.67855,0
126.83915,37.68265,0
126.83915,37.68675,0
126.83915,37.69085,0
126.83915,37.69494999999999,0
126.83915,37.69905,0
126.83915,37.70315,0
126.83915,37.70725,0
126.83915,37.71135,0
126.83915,37.71545,0
126.84505,37.41205,0
126.84505,37.41615,0
126.84505,37.42025,0
126.84505,37.42435,0
126.84505,37.42845,0
126.84505,37.43254999999999,0
126.84505,37.43665,0
126.84505,37.44075,0
126.84505,37.44485,0
126.84505,37.44895,0
126.84505,37.45304999999999,0
126.84505,37.45715,0
126.84505,37.46124999999999,0
126.84505,37.46535,0
126.84505,37.46945,0
126.84505,37.47355,0
126.84505,37.47765,8
126.84505,37.48174999999999,20
126.84505,37.48585,0
126.84505,37.48994999999999,20
126.84505,37.49405,205
126.84505,37.49815,179
126.84505,37.50225,138
126.84505,37.50635,67
126.84505,37.51044999999999,33
126.84505,37.51455,12
126.84505,37.51865,89
126.84505,37.52275,178
126.84505,37.52685,150
126.84505,37.53094999999999,354
126.84505,37.53505,146
126.84505,37.53914999999999,54
126.84505,37.54325,350
126.84505,37.54735,165
126.84505,37.55145,48
126.84505,37.55555,40
126.84505,37.55964999999999,302
126.84505,37.56375,147
126.84505,37.56784999999999,70
126.84505,37.57195,46
126.84505,37.57605,0
126.84505,37.58015,0
126.84505,37.58425,0
