년,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,인허가일자,사업장명,지번주소,도로명주소,위도,경도
2017,영업중,0,0,0,19760310,인제대학교 서울백병원,서울특별시 중구 저동2가 85,서울특별시 중구 저동2가 마른내로 9,37.5650876719937,126.988856315037
2017,영업중,0,0,0,19760903,의료법인다나의료재단구로다나병원,서울특별시 구로구 개봉동 353-1,서울특별시 구로구 경인로 330,37.4971671781208,126.85677025222401
2017,영업중,0,0,0,19770401,서울적십자병원,서울특별시 종로구 평동 164,서울특별시 종로구 새문안로 9,37.5674974237863,126.967385947905
2017,영업중,0,0,0,19780223,순천향대학교 부속 서울병원,서울특별시 용산구 한남동 657-1,서울특별시 용산구 대사관로11길 50,37.53593904753311,127.001625258911
2017,영업중,0,0,0,19780523,서울특별시어린이병원,서울특별시 서초구 내곡동 375,서울특별시 서초구 헌릉로 260,37.4552923348975,127.06881675507799
2017,영업중,0,0,0,19790324,강북삼성병원,서울특별시 종로구 평동 73,서울특별시 종로구 새문안로 29,37.5682220971781,126.966700855135
2017,영업중,0,0,0,19800111,한림대학교 강남성심병원,서울특별시 영등포구 대림동 948-1,서울특별시 영등포구 신길로 1,37.4932897531978,126.908676523568
2017,영업중,0,0,0,19800128,의료법인 청구성심병원,서울특별시 은평구 갈현동 395-1,서울특별시 은평구 통일로 873,37.6207778473342,126.919529354218
2017,영업중,0,0,0,19800502,학교법인가톨릭학원가톨릭대학교서울성모병원,서울특별시 서초구 반포동 505,서울특별시 서초구 반포대로 222,37.4992311849682,127.00518160651698
2017,영업중,0,0,0,19800620,에이치플러스 양지병원,서울특별시 관악구 신림동 10-270,서울특별시 관악구 남부순환로184가길 49,37.4831446795129,126.93364858017999
2017,영업중,0,0,0,19810709,서울대학교병원,서울특별시 종로구 연건동 28-2,서울특별시 종로구 명륜4가 대학로9가길 20,37.58072262837821,126.99945499265101
2017,영업중,0,0,0,19811113,의료법인 인봉의료재단 영등포병원,서울특별시 영등포구 당산동3가 386-3,서울특별시 영등포구 당산동3가 당산로31길 10,37.5269086465946,126.895997286758
2017,영업중,0,0,0,19811201,의료법인 제일의료재단 제일병원,서울특별시 중구 묵정동 1-1,서울특별시 중구 퇴계로 244-16,37.5620175960775,126.999137281565
2017,영업중,0,0,0,19820329,의료법인성화의료재단  대한병원,서울특별시 강북구 수유동 45-1,서울특별시 강북구 노해로 3,37.6358931133486,127.02266283298701
2017,영업중,0,0,0,19820419,한림대학교 한강성심병원,서울특별시 영등포구 영등포동7가 94-76,서울특별시 영등포구 영등포동7가 버드나루로12길 8,37.525001376485896,126.91068883277399
2017,영업중,0,0,0,19820421,소화병원(의료법인 소화병원),서울특별시 용산구 서계동 224-1,서울특별시 용산구 청파로93길 22,37.554284022097,126.96761880013099
2017,영업중,0,0,0,19820522,신일병원,서울특별시 강북구 수유동 47-1,서울특별시 강북구 도봉로81길 3,37.6351113737822,127.022896488331
2017,영업중,0,0,0,19820930,성애의료재단 성애병원,서울특별시 영등포구 신길동 451-5,서울특별시 영등포구 여의대방로53길 22,37.512050015366704,126.922368906906
2017,영업중,0,0,0,19821008,동서울병원,서울특별시 동대문구 용두동 14-4,서울특별시 동대문구 왕산로 156,37.5784829448105,127.04069455724199
2017,영업중,0,0,0,19821116,건국대학교병원,서울특별시 광진구 화양동 4-1,서울특별시 광진구 능동로 120-1,37.5407956374063,127.07321831916201
2017,폐업,20170630,0,0,19830311,재)마리아수녀회 도티기념병원,서울특별시 은평구 응암동 42,서울특별시 은평구 은평로16나길 3-15,37.598486168153,126.92796737296601
2017,영업중,0,0,0,19830404,연세대학교의과대학 강남세브란스병원,서울특별시 강남구 도곡동 146-82,서울특별시 강남구 언주로 211,37.492586018629,127.04740361668101
2017,영업중,0,0,0,19830822,의료법인풍산의료재단동부제일병원,서울특별시 중랑구 망우동 94-2,서울특별시 중랑구 망우로 511,37.600863456595896,127.109578296376
2017,영업중,0,0,0,19830831,고려대학교의과대학부속구로병원,서울특별시 구로구 구로동 80,서울특별시 구로구 구로동로28길 33-31,37.4920975219157,126.884720275581
2017,영업중,0,0,0,19831116,한국보훈복지의료공단 중앙보훈병원,서울특별시 강동구 둔촌동 6-2,서울특별시 강동구 진황도로61길 53,37.5281887160849,127.147206009137
2017,영업중,0,0,0,19840227,의료법인제민의료재단동서한방병원,서울특별시 서대문구 연희동 194-37,서울특별시 서대문구 성산로 365-14,37.564665119158704,126.930259179995
2017,영업중,0,0,0,19840302,씨엠병원,서울특별시 영등포구 영등포동4가 92,서울특별시 영등포구 영등포동4가 영등포로36길 13,37.5188748109737,126.90373924895701
2017,영업중,0,0,0,19840403,강북21세기병원,서울특별시 중랑구 상봉2동 108,서울특별시 중랑구 면목로 477,37.594372659038896,127.08570140764499
2017,영업중,0,0,0,19840403,금강아산병원(재단법인 아산사회복지재단),서울특별시 용산구 이촌동 301-2,서울특별시 용산구 이촌로88길 8,37.5181201932578,126.977955687885
2017,영업중,0,0,0,19840807,명지성모병원,서울특별시 영등포구 대림동 709,서울특별시 영등포구 도림로 154,37.4938788732593,126.898963674392
2017,영업중,0,0,0,19840904,재단법인대성병원,서울특별시 서대문구 홍제동 234-2,서울특별시 서대문구 세무서길 20,37.588937888304294,126.945791561278
2017,영업중,0,0,0,19850329,의료법인 한국암치료재단 서울중입자병원,서울특별시 강동구 천호동 357,서울특별시 강동구 올림픽로 684,37.5422770423476,127.125298756531
2017,영업중,0,0,0,19850422,서울중앙병원,서울특별시 성동구 금호동2가 500,서울특별시 성동구 금호동2가 금호산15길 5,37.55360643681529,127.01877383380301
2017,영업중,0,0,0,19850621,희명병원,서울특별시 금천구 시흥동 882,서울특별시 금천구 시흥대로64길 35,37.456637939798796,126.900556427207
2017,영업중,0,0,0,19851105,실버한방병원,서울특별시 금천구 독산동 960,서울특별시 금천구 독산로 362,37.479069271145214,126.90418728885
2017,영업중,0,0,0,19851113,혜민병원,서울특별시 광진구 자양동 627,서울특별시 광진구 자양로13길 13,37.5353084697696,127.083183757387
2017,영업중,0,0,0,19851129,한국원자력의학원원자력병원,서울특별시 노원구 공릉동 215-4,서울특별시 노원구 노원로 75,37.62826722490609,127.08181052113399
2017,영업중,0,0,0,19851202,사회복지법인 성가소비녀회 성가복지병원,서울특별시 성북구 하월곡동 88-1,서울특별시 성북구 동소문로46길 31,37.607251936805504,127.03084478449101
2017,영업중,0,0,0,19860218,실로암안과병원,서울특별시 강서구 등촌동 512-1,서울특별시 강서구 등촌로 185,37.546496376975604,126.862257748974
2017,영업중,0,0,0,19860820,가톨릭대학교 여의도성모병원,서울특별시 영등포구 여의도동 62,서울특별시 영등포구 63로 10,37.5179047526615,126.93600275961501
2017,영업중,0,0,0,19861017,성심의료재단강동성심병원,서울특별시 강동구 길동 445,서울특별시 강동구 성안로 150,37.5361556295588,127.135335984657
2017,폐업,20170930,0,0,19870123,서울대윤병원,서울특별시 영등포구 영등포동 173-2,서울특별시 영등포구 당산동1가 영신로 145,37.5207430759296,126.901069793504
2017,영업중,0,0,0,19870424,세란병원,서울특별시 종로구 무악동 32-2,서울특별시 종로구 통일로16길 4-2,37.5751700114389,126.957450747046
2017,영업중,0,0,0,19880115,의료법인서광의료재단 성북중앙병원,서울특별시 성북구 종암동 10-125,서울특별시 성북구 종암로 72,37.5969992288429,127.035611289624
2017,영업중,0,0,0,19880329,의료법인 우신향병원,서울특별시 성북구 안암동5가 103-130,서울특별시 성북구 안암동5가 안암로 99,37.5846177329917,127.03094111816002
2017,영업중,0,0,0,19890520,재단법인아산사회복지재단 서울아산병원,서울특별시 송파구 풍납동 388,서울특별시 송파구 강동대로 13,37.5290538452437,127.110369989156
2017,영업중,0,0,0,19890814,재단법인 동국한방병원,서울특별시 서초구 방배동 837-1,서울특별시 서초구 방배로 196,37.49108795351889,126.991858982391
2017,영업중,0,0,0,19890814,인제대학교 상계백병원,서울특별시 노원구 상계동 762,서울특별시 노원구 덕릉로70가길 96,37.642395950074,127.05590655955
2017,영업중,0,0,0,19891012,서울지구병원,서울특별시 종로구 삼청동 26-3,서울특별시 종로구 삼청로10길 12,37.5878675470984,126.982009355177
2017,영업중,0,0,0,19901022,차의과학대학교 강남차병원,서울특별시 강남구 역삼동 650,서울특별시 강남구 논현로 570,37.5071137724996,127.034239818991
2017,영업중,0,0,0,19901222,청아치과병원,서울특별시 강남구 역삼동 648,서울특별시 강남구 테헤란로7길 12,37.50001679322629,127.0309213538
2017,영업중,0,0,0,19910222,의료법인성석의료재단동작경희병원,서울특별시 동작구 상도동 188-19,서울특별시 동작구 상도로 146,37.5024763308622,126.93586215143299
2017,영업중,0,0,0,19910519,의료법인 현창의료재단 서서울병원,서울특별시 서대문구 북아현동 126-22,서울특별시 서대문구 신촌로37길 10,37.557717848006,126.957005989233
2017,영업중,0,0,0,19911116,서울특별시보라매병원,서울특별시 동작구 신대방동 425,서울특별시 동작구 보라매로5길 20,37.493761028940796,126.924272061146
2017,영업중,0,0,0,19911230,서울성심병원,서울특별시 동대문구 청량리동 40,서울특별시 동대문구 제기로38길 29,37.5846423573277,127.04996885881901
2017,영업중,0,0,0,19920411,성신병원,서울특별시 강북구 미아동 304-1,서울특별시 강북구 도봉로 193,37.626038590024,127.02593519045901
2017,영업중,0,0,0,19920715,윤호병원,서울특별시 강남구 신사동 638-1,서울특별시 강남구 압구정로 304,37.5288446621274,127.03441428762501
2017,영업중,0,0,0,19920801,건양의료재단 김안과병원,서울특별시 영등포구 영등포동4가 156,서울특별시 영등포구 영등포동4가 영신로 136,37.5198016339733,126.901370040473
2017,영업중,0,0,0,19921112,삼육치과병원,서울특별시 동대문구 휘경동 283-1,서울특별시 동대문구 망우로 82,37.5897257792017,127.06254244
2017,영업중,0,0,0,19930109,인애가송파한방병원,서울특별시 송파구 문정동 17,서울특별시 송파구 문정로5길 3-11,37.4871944116757,127.12884378123199
2017,영업중,0,0,0,19930203,도봉병원,서울특별시 도봉구 방학동 705-4,서울특별시 도봉구 도봉로 720,37.668759728885604,127.04380196193199
2017,영업중,0,0,0,19930730,이화여자대학교의과대학부속목동병원,서울특별시 양천구 목동 911,서울특별시 양천구 목동동로 430,37.5346310053371,126.884791401455
2017,영업중,0,0,0,19930820,홍익병원,서울특별시 양천구 신정동 899-1,서울특별시 양천구 목동로 225,37.5284787433436,126.86363655311199
2017,영업중,0,0,0,19940221,국립재활원,서울특별시 강북구 수유동 520,서울특별시 강북구 삼각산로 58,37.639174579191604,127.011458695317
2017,영업중,0,0,0,19940225,서울송도병원,서울특별시 중구 신당동 366-97,서울특별시 중구 다산로 78,37.5511681355296,127.008381950798
2017,영업중,0,0,0,19940317,서울치과병원,서울특별시 강남구 신사동 624-13,서울특별시 강남구 언주로165길 9,37.5257605373541,127.032319308561
2017,영업중,0,0,0,19940401,유광사여성병원,서울특별시 강서구 화곡동 1031,서울특별시 강서구 강서로 202,37.5442101130853,126.83823156218399
2017,영업중,0,0,0,19940425,(의)가산의료재단 광동한방병원,서울특별시 강남구 삼성동 161,서울특별시 강남구 봉은사로 612,37.5142501613165,127.06210647257299
2017,영업중,0,0,0,19940613,삼성서울병원,서울특별시 강남구 일원동 50,서울특별시 강남구 일원로 81,37.4886532948335,127.08595850108101
2017,영업중,0,0,0,19940622,의료법인동신의료재단 동신병원,서울특별시 서대문구 홍은동 430,서울특별시 서대문구 연희로 272,37.581187852222904,126.936591022217
2017,영업중,0,0,0,19950114,노원을지대학교병원,서울특별시 노원구 하계동 280-1,서울특별시 노원구 한글비석로 68,37.63643465940329,127.069934108605
2017,영업중,0,0,0,19950119,혜당한방병원,서울특별시 마포구 합정동 363-1,서울특별시 마포구 독막로 38,37.5478829563369,126.917483487693
2017,영업중,0,0,0,19950520,강남고려병원,서울특별시 관악구 봉천동 36-83,서울특별시 관악구 관악로 242,37.4856153432283,126.95677961270799
2017,영업중,0,0,0,19950520,미래드림여성병원,서울특별시 관악구 봉천동 884-1,서울특별시 관악구 봉천로 444,37.4822859873081,126.949105500914
2017,영업중,0,0,0,19950720,경희치과병원,서울특별시 강북구 번동 418-1,서울특별시 강북구 도봉로 358,37.6392406248361,127.02731105209
2017,영업중,0,0,0,19960123,에이플러스치과병원,서울특별시 강남구 신사동 636,서울특별시 강남구 언주로 868,37.5277309952262,127.033900037615
2017,영업중,0,0,0,19960429,구로한방병원,서울특별시 금천구 독산동 899-5,서울특별시 금천구 남부순환로 1398,37.479944393567,126.90613773533998
2017,영업중,0,0,0,19970221,인정병원,서울특별시 은평구 응암동 603-1,서울특별시 은평구 응암로4길 25,37.587173306462,126.917242403103
2017,영업중,0,0,0,19970929,더와이즈황병원,서울특별시 강서구 화곡동 105-68,서울특별시 강서구 까치산로 23,37.542116370015,126.842979747964
2017,영업중,0,0,0,19971215,목동예치과병원,서울특별시 양천구 신정동 907-1,서울특별시 양천구 은행정로 70,37.5258241854492,126.859115723137
2017,영업중,0,0,0,19971220,시그마치과병원,서울특별시 송파구 신천동 7-19,서울특별시 송파구 올림픽로 289,37.514614388255296,127.10252225967301
2017,영업중,0,0,0,19980326,의료법인 청해의료재단 제일병원,서울특별시 서초구 방배동 896-1,서울특별시 서초구 서초대로 116,37.48781871478529,126.995052334888
2017,영업중,0,0,0,19980330,한솔병원,서울특별시 송파구 석촌동 174,서울특별시 송파구 백제고분로39길 6,37.505036732328,127.105470603445
2017,영업중,0,0,0,19980407,의료법인정애의료재단서울초이스병원,서울특별시 송파구 풍납동 496,서울특별시 송파구 올림픽로 585,37.534096454175796,127.12143709433998
2017,영업중,0,0,0,19980421,서울재활병원,서울특별시 은평구 구산동 191-1,서울특별시 은평구 갈현로11가길 7-16,37.6056664283421,126.906788713826
2017,영업중,0,0,0,19980605,서울병원,서울특별시 송파구 가락동 2,서울특별시 송파구 오금로 290,37.5039066994971,127.12470923682699
2017,영업중,0,0,0,19980612,재단법인대한스포츠의학재단강남나무병원,서울특별시 강남구 대치동 994,서울특별시 강남구 영동대로 235,37.5000633649596,127.067260616005
2017,영업중,0,0,0,19990526,호산여성병원,서울특별시 강남구 신사동 617,서울특별시 강남구 압구정로 226,37.5286521799392,127.032529633812
2017,영업중,0,0,0,19990602,강서연세병원,서울특별시 강서구 염창동 263,서울특별시 강서구 양천로 706,37.549118770723794,126.874000106293
2017,영업중,0,0,0,19990621,자생한방병원,서울특별시 강남구 논현동 142,서울특별시 강남구 강남대로 542,37.51054923351,127.022049985026
2017,영업중,0,0,0,19990724,대항병원,서울특별시 서초구 방배동 481-1,서울특별시 서초구 효령로2길 26,37.4760145537277,126.987629284817
2017,영업중,0,0,0,19990906,가우디치과병원,서울특별시 강남구 대치동 945,서울특별시 강남구 테헤란로 520,37.5077955650548,127.06105382430599
2017,영업중,0,0,0,19991030,수치과병원,서울특별시 송파구 문정동 150-26,서울특별시 송파구 중대로 68,37.491566359493,127.11643816445299
2017,영업중,0,0,0,19991124,신촌연세병원,서울특별시 마포구 신수동 66-1,서울특별시 마포구 서강로 106,37.55245280323921,126.93363546546
2017,영업중,0,0,0,20000104,서울복지병원,서울특별시 영등포구 대림동 706,서울특별시 영등포구 도림로 142,37.4931687181826,126.89787676489
2017,영업중,0,0,0,20000124,미즈메디병원,서울특별시 강서구 내발산동 701,서울특별시 강서구 강서로47가길 3,37.552513102047,126.83569551453199
2017,영업중,0,0,0,20000209,구로성심병원,서울특별시 구로구 고척동 76-1,서울특별시 구로구 중앙로 10-18,37.4999075115936,126.866444574466
2017,영업중,0,0,0,20000328,뉴강서성심병원,서울특별시 강서구 방화동 487-5,서울특별시 강서구 양천로 45-5,37.57328784663621,126.808801028554
2017,영업중,0,0,0,20000726,수치과병원,서울특별시 강남구 신사동 665-1,서울특별시 강남구 선릉로 823,37.525599824907104,127.03926618803499
2017,영업중,0,0,0,20000810,한누리치과병원,서울특별시 중구 충무로1가 26-1,서울특별시 중구 충무로1가 명동2길 50,37.5611790864542,126.983099540402
2017,영업중,0,0,0,20000929,의료법인마리아의료재단마리아병원,서울특별시 동대문구 신설동 93-19,서울특별시 동대문구 하정로 22,37.5729857744085,127.02696843430701
2017,영업중,0,0,0,20001010,연세슬기병원,서울특별시 성동구 도선동 365-1,서울특별시 성동구 무학로2길 8,37.5642834590564,127.030655237566
2017,영업중,0,0,0,20001220,서울복지한방병원,서울특별시 영등포구 대림동 706-1,서울특별시 영등포구 도림로 142,37.49332311787271,126.89807793485201
2017,영업중,0,0,0,20001220,뉴서울성모요양병원,서울특별시 영등포구 영등포동8가 12-1,서울특별시 영등포구 영등포동8가 영중로34길 6,37.526036397444,126.906131081122
2017,영업중,0,0,0,20010307,청화병원,서울특별시 동작구 노량진동 311-3,서울특별시 동작구 장승배기로 103,37.5066952739084,126.939770178365
2017,영업중,0,0,0,20010402,메디힐병원,서울특별시 양천구 신월동 51-1,서울특별시 양천구 화곡로4길 22,37.5374951876119,126.827885951788
2017,영업중,0,0,0,20010528,강서필병원,서울특별시 강서구 화곡동 349-1,서울특별시 강서구 강서로17가길 7-11,37.5331049521436,126.8439226703
2017,영업중,0,0,0,20010719,건강한세상앞선치과병원,서울특별시 강남구 삼성동 159-9,서울특별시 강남구 테헤란로87길 36,37.510234373009794,127.058597497443
2017,영업중,0,0,0,20010801,참요양병원,서울특별시 강서구 화곡동 1052,서울특별시 강서구 강서로 188,37.5432210707486,126.839203244324
2017,영업중,0,0,0,20010918,필치과병원,서울특별시 서초구 방배동 774,서울특별시 서초구 방배로 245,37.4947686750174,126.988865078782
2017,영업중,0,0,0,20011017,길인의료재단 기린한방병원,서울특별시 서초구 잠원동 38-1,서울특별시 서초구 신반포로47길 30,37.5121000572359,127.019214740149
2017,영업중,0,0,0,20020104,의료법인조광의료재단  주사랑병원,서울특별시 성북구 장위동 33-1,서울특별시 성북구 한천로 638,37.6153174378907,127.058142853501
2017,영업중,0,0,0,20020111,서울명병원,서울특별시 동대문구 용두동 45-1,서울특별시 동대문구 고산자로 421,37.577371252366,127.037961727566
2017,영업중,0,0,0,20020419,재단법인베스티안재단베스티안서울병원,서울특별시 강남구 대치동 939-24,서울특별시 강남구 도곡로 429,37.4980314885981,127.057196516726
2017,폐업,20170620,0,0,20020425,참조은치과병원,서울특별시 은평구 역촌동 62-1,서울특별시 은평구 연서로 73,37.6056223090817,126.915021835312
2017,영업중,0,0,0,20020625,서울병원,서울특별시 은평구 대조동 15-1,서울특별시 은평구 통일로 719-2,37.609830727436794,126.93024147046002
2017,영업중,0,0,0,20020801,서울특별시 동부병원,서울특별시 동대문구 용두동 237-15,서울특별시 동대문구 왕산로22길 72,37.5761119107707,127.03198976185301
2017,영업중,0,0,0,20020805,본서부병원,서울특별시 은평구 응암동 87-9,서울특별시 은평구 은평로 133,37.6010075883685,126.922908849788
2017,영업중,0,0,0,20020816,태능성심요양병원,서울특별시 노원구 공릉동 680-1,서울특별시 노원구 동일로 987,37.618393300085,127.074765125605
2017,영업중,0,0,0,20020816,연치과병원,서울특별시 강남구 대치동 606-1,서울특별시 강남구 남부순환로 2941,37.494217634359,127.061760819442
2017,폐업,20170531,0,0,20020827,참사랑병원,서울특별시 은평구 역촌동 44-1,서울특별시 은평구 연서로2길 6,37.600734863468496,126.91682686933399
2017,폐업,20170729,0,0,20020902,산치과병원,서울특별시 중구 태평로1가 62-4,서울특별시 중구 태평로1가 세종대로21길 52,37.5687252217189,126.976124801575
2017,영업중,0,0,0,20020904,가화실버한방병원,서울특별시 도봉구 방학동 665-6,서울특별시 도봉구 도당로 51,37.66283058276721,127.034392931761
2017,영업중,0,0,0,20020918,다일천사병원,서울특별시 동대문구 전농동 497-1,서울특별시 동대문구 서울시립대로7길 8,37.5773662759992,127.04809631826001
2017,영업중,0,0,0,20021025,장스여성병원,서울특별시 중랑구 망우동 488-8,서울특별시 중랑구 용마산로117길 49,37.5997192523138,127.09755431291799
2017,영업중,0,0,0,20021231,이엔이치과병원,서울특별시 양천구 신정동 888-1,서울특별시 양천구 신정중앙로21길 12-3,37.5273073202818,126.861945533733
2017,영업중,0,0,0,20030128,강서송도병원,서울특별시 강서구 등촌동 669,서울특별시 강서구 공항대로 311,37.5585587054529,126.842187805107
2017,영업중,0,0,0,20030425,제일정형외과병원,서울특별시 강남구 청담동 131-17,서울특별시 강남구 영동대로 726,37.5227881794574,127.05615163472099
2017,영업중,0,0,0,20030502,웰튼병원,서울특별시 강서구 내발산동 677,서울특별시 강서구 강서로 318,37.5540190833281,126.837119148908
2017,영업중,0,0,0,20030602,로덴치과병원,서울특별시 성북구 종암동 10-125,서울특별시 성북구 종암로 72,37.5969992288429,127.035611289624
2017,영업중,0,0,0,20030715,케이에스병원,서울특별시 강남구 역삼동 682,서울특별시 강남구 봉은사로 326,37.5096446600818,127.042639885152
2017,영업중,0,0,0,20030728,포미즈여성병원,서울특별시 양천구 목동 513-2,서울특별시 양천구 공항대로 610,37.5467896971644,126.872358427513
2017,영업중,0,0,0,20030730,코리아병원,서울특별시 동대문구 장안동 306-4,서울특별시 동대문구 장한로 143,37.5731976148847,127.071518948559
2017,영업중,0,0,0,20030822,로고스치과병원,서울특별시 강서구 등촌동 673-1,서울특별시 강서구 공항대로 281,37.558863056083204,126.838904808595
2017,영업중,0,0,0,20030901,21세기병원,서울특별시 서초구 서초동 1602-1,서울특별시 서초구 효령로 279,37.484929276134295,127.014740629632
2017,영업중,0,0,0,20030916,나누리병원,서울특별시 강남구 논현동 63,서울특별시 강남구 도산대로38길 11,37.5200032982625,127.032381241985
2017,영업중,0,0,0,20030917,녹색병원,서울특별시 중랑구 면목동 608,서울특별시 중랑구 사가정로49길 53,37.5835642638989,127.08606092472601
2017,영업중,0,0,0,20031101,예림치과병원,서울특별시 영등포구 여의도동 26,서울특별시 영등포구 국제금융로2길 37,37.522888345213104,126.924076336966
2017,영업중,0,0,0,20031107,아카시아병원,서울특별시 금천구 독산동 1012-18,서울특별시 금천구 시흥대로114길 5,37.4680892106069,126.898549510188
2017,영업중,0,0,0,20031205,강동미즈여성병원,서울특별시 강동구 천호동 452-1,서울특별시 강동구 천호대로 1043,37.5376237466678,127.128106542372
2017,영업중,0,0,0,20031219,강남베드로병원,서울특별시 강남구 도곡동 910,서울특별시 강남구 논현로41길 19,37.4858312161706,127.039648925557
2017,영업중,0,0,0,20031222,시카고치과병원,서울특별시 동대문구 신설동 94-35,서울특별시 동대문구 하정로 4,37.5714119042964,127.02700669927601
2017,영업중,0,0,0,20031226,정동병원,서울특별시 동작구 상도1동 614-1,서울특별시 동작구 양녕로 283,37.5049297672143,126.949460808423
2017,영업중,0,0,0,20040102,가야치과병원,서울특별시 서초구 방배동 852-1,서울특별시 서초구 방배로27길 9,37.48970559819129,126.991613291584
2017,영업중,0,0,0,20040102,강북예치과병원,서울특별시 노원구 상계동 727,서울특별시 노원구 노해로 482,37.6542178450971,127.06170530523
2017,영업중,0,0,0,20040302,의료법인제민의료재단동서병원,서울특별시 서대문구 연희동 194-37,서울특별시 서대문구 성산로 365-14,37.564665119158704,126.930259179995
2017,영업중,0,0,0,20040324,연세노블병원,서울특별시 은평구 녹번동 154-1,서울특별시 은평구 서오릉로 41,37.6045144523984,126.92413464907101
2017,영업중,0,0,0,20040611,광진예치과병원,서울특별시 광진구 능동 276-2,서울특별시 광진구 천호대로 556,37.556701831374895,127.079676630888
2017,영업중,0,0,0,20040624,솔병원,서울특별시 강서구 방화동 273-1,서울특별시 강서구 방화대로 352,37.5724314580258,126.817466531166
2017,영업중,0,0,0,20040628,의료법인해인의료재단 동신한방병원,서울특별시 양천구 목동 404-1,서울특별시 양천구 오목로 359,37.524604478412,126.877329107367
2017,영업중,0,0,0,20040823,경희늘푸른노인전문병원,서울특별시 도봉구 방학동 442,서울특별시 도봉구 시루봉로 137,37.6631935584396,127.027369538741
2017,영업중,0,0,0,20040901,서울대학교치과병원,서울특별시 종로구 연건동 28-21,서울특별시 종로구 대학로 101,37.5785473002336,126.99835397025998
2017,영업중,0,0,0,20040902,의료법인일맥의료재단인애가한방병원,서울특별시 강동구 성내동 551,서울특별시 강동구 성내로 28,37.5292976819661,127.123392074134
2017,영업중,0,0,0,20041001,마루치과병원,서울특별시 구로구 구로동 26-2,서울특별시 구로구 새말로 110,37.5063346057619,126.892135208211
2017,영업중,0,0,0,20041019,햇빛병원,서울특별시 강북구 미아동 67-1,서울특별시 강북구 도봉로 74,37.6157210676231,127.03019533979099
2017,영업중,0,0,0,20041201,중앙대학교병원,서울특별시 동작구 흑석동 224-1,서울특별시 동작구 서달로 151,37.507038125491,126.960838404798
2017,영업중,0,0,0,20050114,의료법인일맥의료재단 인애가요양병원,서울특별시 송파구 오금동 77,서울특별시 송파구 마천로17길 8,37.5052074178067,127.13540345242501
2017,영업중,0,0,0,20050228,서울양병원,서울특별시 강동구 길동 424,서울특별시 강동구 천호대로 1159,37.5340679054844,127.14012471605601
2017,영업중,0,0,0,20050303,우리들병원,서울특별시 강남구 청담동 47-4,서울특별시 강남구 학동로 445,37.5190911556776,127.049608298466
2017,폐업,20171101,0,0,20050305,포샤르치과병원,서울특별시 강남구 역삼동 825,서울특별시 강남구 강남대로 390,37.4978376091965,127.02861348506799
2017,영업중,0,0,0,20050329,의료법인한국의료재단프라임병원,서울특별시 중랑구 묵동 158-7,서울특별시 중랑구 공릉로 76,37.617228703229706,127.079460223345
